shift_id,work_date,department,labor_hours,scheduled_staff
675,2025-04-23,Housekeeping,60.22,8
676,2025-04-23,Maintenance,25.02,3
677,2025-04-23,Sales,23.38,3
678,2025-04-23,Admin,26.57,3
679,2025-04-24,Rooms,64.48,8
680,2025-04-24,Food & Beverage,70.61,9
681,2025-04-24,Housekeeping,61.98,8
682,2025-04-24,Maintenance,22.4,3
683,2025-04-24,Sales,26.87,3
684,2025-04-24,Admin,23.36,3
685,2025-04-25,Rooms,57.81,7
686,2025-04-25,Food & Beverage,56.48,7
687,2025-04-25,Housekeeping,60.54,8
688,2025-04-25,Maintenance,24.46,3
689,2025-04-25,Sales,21.96,3
690,2025-04-25,Admin,25.51,3
691,2025-04-26,Rooms,56.28,7
692,2025-04-26,Food & Beverage,57.03,7
693,2025-04-26,Housekeeping,55.74,7
694,2025-04-26,Maintenance,27.96,3
695,2025-04-26,Sales,24.76,3
696,2025-04-26,Admin,26.92,3
697,2025-04-27,Rooms,58.93,7
698,2025-04-27,Food & Beverage,64.45,8
699,2025-04-27,Housekeeping,71.71,9
700,2025-04-27,Maintenance,24.63,3
701,2025-04-27,Sales,27.0,3
702,2025-04-27,Admin,26.92,3
703,2025-04-28,Rooms,71.89,9
704,2025-04-28,Food & Beverage,72.23,9
705,2025-04-28,Housekeeping,70.23,9
706,2025-04-28,Maintenance,23.31,3
707,2025-04-28,Sales,22.96,3
708,2025-04-28,Admin,25.94,3
709,2025-04-29,Rooms,75.4,9
710,2025-04-29,Food & Beverage,64.06,8
711,2025-04-29,Housekeeping,69.26,9
712,2025-04-29,Maintenance,24.26,3
713,2025-04-29,Sales,22.64,3
714,2025-04-29,Admin,22.81,3
715,2025-04-30,Rooms,57.76,7
716,2025-04-30,Food & Beverage,60.81,8
717,2025-04-30,Housekeeping,64.15,8
718,2025-04-30,Maintenance,21.4,3
719,2025-04-30,Sales,22.88,3
720,2025-04-30,Admin,27.66,3
721,2025-05-01,Rooms,59.67,7
722,2025-05-01,Food & Beverage,58.4,7
723,2025-05-01,Housekeeping,64.3,8
724,2025-05-01,Maintenance,25.39,3
725,2025-05-01,Sales,25.98,3
726,2025-05-01,Admin,28.12,4
727,2025-05-02,Rooms,60.22,8
728,2025-05-02,Food & Beverage,60.52,8
729,2025-05-02,Housekeeping,55.19,7
730,2025-05-02,Maintenance,23.37,3
731,2025-05-02,Sales,25.64,3
732,2025-05-02,Admin,26.57,3
733,2025-05-03,Rooms,55.9,7
734,2025-05-03,Food & Beverage,62.85,8
735,2025-05-03,Housekeeping,66.75,8
736,2025-05-03,Maintenance,19.99,2
737,2025-05-03,Sales,23.52,3
738,2025-05-03,Admin,29.11,4
739,2025-05-04,Rooms,55.81,7
740,2025-05-04,Food & Beverage,54.82,7
741,2025-05-04,Housekeeping,70.09,9
742,2025-05-04,Maintenance,22.13,3
743,2025-05-04,Sales,23.45,3
744,2025-05-04,Admin,25.13,3
745,2025-05-05,Rooms,55.25,7
746,2025-05-05,Food & Beverage,72.01,9
747,2025-05-05,Housekeeping,60.81,8
748,2025-05-05,Maintenance,23.75,3
749,2025-05-05,Sales,26.13,3
750,2025-05-05,Admin,26.7,3
751,2025-05-06,Rooms,58.16,7
752,2025-05-06,Food & Beverage,62.12,8
753,2025-05-06,Housekeeping,62.68,8
754,2025-05-06,Maintenance,23.57,3
755,2025-05-06,Sales,25.55,3
756,2025-05-06,Admin,23.86,3
757,2025-05-07,Rooms,62.66,8
758,2025-05-07,Food & Beverage,68.01,9
759,2025-05-07,Housekeeping,66.63,8
760,2025-05-07,Maintenance,27.27,3
761,2025-05-07,Sales,28.04,4
762,2025-05-07,Admin,28.91,4
763,2025-05-08,Rooms,59.45,7
764,2025-05-08,Food & Beverage,66.08,8
765,2025-05-08,Housekeeping,63.67,8
766,2025-05-08,Maintenance,25.46,3
767,2025-05-08,Sales,29.37,4
768,2025-05-08,Admin,25.05,3
769,2025-05-09,Rooms,66.63,8
770,2025-05-09,Food & Beverage,67.27,8
771,2025-05-09,Housekeeping,67.93,8
772,2025-05-09,Maintenance,25.98,3
773,2025-05-09,Sales,24.13,3
774,2025-05-09,Admin,23.11,3
775,2025-05-10,Rooms,66.56,8
776,2025-05-10,Food & Beverage,56.7,7
777,2025-05-10,Housekeeping,60.4,8
778,2025-05-10,Maintenance,21.72,3
779,2025-05-10,Sales,23.89,3
780,2025-05-10,Admin,22.09,3
781,2025-05-11,Rooms,59.41,7
782,2025-05-11,Food & Beverage,59.25,7
783,2025-05-11,Housekeeping,64.2,8
784,2025-05-11,Maintenance,23.67,3
785,2025-05-11,Sales,25.09,3
786,2025-05-11,Admin,29.63,4
787,2025-05-12,Rooms,60.29,8
788,2025-05-12,Food & Beverage,50.19,6
789,2025-05-12,Housekeeping,67.63,8
790,2025-05-12,Maintenance,21.21,3
791,2025-05-12,Sales,28.19,4
792,2025-05-12,Admin,27.84,3
793,2025-05-13,Rooms,67.32,8
794,2025-05-13,Food & Beverage,64.66,8
795,2025-05-13,Housekeeping,67.78,8
796,2025-05-13,Maintenance,22.46,3
797,2025-05-13,Sales,21.21,3
798,2025-05-13,Admin,26.46,3
799,2025-05-14,Rooms,61.08,8
800,2025-05-14,Food & Beverage,64.06,8
801,2025-05-14,Housekeeping,71.68,9
802,2025-05-14,Maintenance,25.66,3
803,2025-05-14,Sales,24.67,3
804,2025-05-14,Admin,22.33,3
805,2025-05-15,Rooms,67.36,8
806,2025-05-15,Food & Beverage,64.92,8
807,2025-05-15,Housekeeping,62.83,8
808,2025-05-15,Maintenance,26.14,3
809,2025-05-15,Sales,23.32,3
810,2025-05-15,Admin,23.99,3
811,2025-05-16,Rooms,68.81,9
812,2025-05-16,Food & Beverage,57.7,7
813,2025-05-16,Housekeeping,68.41,9
814,2025-05-16,Maintenance,26.43,3
815,2025-05-16,Sales,21.87,3
816,2025-05-16,Admin,26.46,3
817,2025-05-17,Rooms,69.28,9
818,2025-05-17,Food & Beverage,66.15,8
819,2025-05-17,Housekeeping,66.55,8
820,2025-05-17,Maintenance,26.67,3
821,2025-05-17,Sales,20.89,3
822,2025-05-17,Admin,26.01,3
823,2025-05-18,Rooms,64.32,8
824,2025-05-18,Food & Beverage,65.71,8
825,2025-05-18,Housekeeping,60.52,8
826,2025-05-18,Maintenance,27.87,3
827,2025-05-18,Sales,30.15,4
828,2025-05-18,Admin,21.09,3
829,2025-05-19,Rooms,66.52,8
830,2025-05-19,Food & Beverage,61.62,8
831,2025-05-19,Housekeeping,61.95,8
832,2025-05-19,Maintenance,24.96,3
833,2025-05-19,Sales,31.08,4
834,2025-05-19,Admin,25.98,3
835,2025-05-20,Rooms,64.66,8
836,2025-05-20,Food & Beverage,64.55,8
837,2025-05-20,Housekeeping,76.76,10
838,2025-05-20,Maintenance,29.32,4
839,2025-05-20,Sales,23.82,3
840,2025-05-20,Admin,25.46,3
841,2025-05-21,Rooms,71.18,9
842,2025-05-21,Food & Beverage,71.85,9
843,2025-05-21,Housekeeping,54.79,7
844,2025-05-21,Maintenance,24.28,3
845,2025-05-21,Sales,24.72,3
846,2025-05-21,Admin,24.24,3
847,2025-05-22,Rooms,66.5,8
848,2025-05-22,Food & Beverage,66.1,8
849,2025-05-22,Housekeeping,62.02,8
850,2025-05-22,Maintenance,29.79,4
851,2025-05-22,Sales,22.45,3
852,2025-05-22,Admin,27.04,3
853,2025-05-23,Rooms,63.92,8
854,2025-05-23,Food & Beverage,66.07,8
855,2025-05-23,Housekeeping,57.5,7
856,2025-05-23,Maintenance,26.21,3
857,2025-05-23,Sales,30.94,4
858,2025-05-23,Admin,26.41,3
859,2025-05-24,Rooms,58.59,7
860,2025-05-24,Food & Beverage,72.86,9
861,2025-05-24,Housekeeping,66.74,8
862,2025-05-24,Maintenance,23.28,3
863,2025-05-24,Sales,22.11,3
864,2025-05-24,Admin,28.22,4
865,2025-05-25,Rooms,66.83,8
866,2025-05-25,Food & Beverage,62.1,8
867,2025-05-25,Housekeeping,59.61,7
868,2025-05-25,Maintenance,22.95,3
869,2025-05-25,Sales,27.35,3
870,2025-05-25,Admin,26.26,3
871,2025-05-26,Rooms,59.3,7
872,2025-05-26,Food & Beverage,55.35,7
873,2025-05-26,Housekeeping,64.93,8
874,2025-05-26,Maintenance,24.81,3
875,2025-05-26,Sales,23.39,3
876,2025-05-26,Admin,23.58,3
877,2025-05-27,Rooms,58.12,7
878,2025-05-27,Food & Beverage,69.56,9
879,2025-05-27,Housekeeping,60.63,8
880,2025-05-27,Maintenance,34.1,4
881,2025-05-27,Sales,23.54,3
882,2025-05-27,Admin,25.59,3
883,2025-05-28,Rooms,68.45,9
884,2025-05-28,Food & Beverage,66.32,8
885,2025-05-28,Housekeeping,66.94,8
886,2025-05-28,Maintenance,25.69,3
887,2025-05-28,Sales,28.14,4
888,2025-05-28,Admin,29.1,4
889,2025-05-29,Rooms,59.89,7
890,2025-05-29,Food & Beverage,59.66,7
891,2025-05-29,Housekeeping,67.45,8
892,2025-05-29,Maintenance,24.89,3
893,2025-05-29,Sales,24.81,3
894,2025-05-29,Admin,24.15,3
895,2025-05-30,Rooms,63.41,8
896,2025-05-30,Food & Beverage,68.05,9
897,2025-05-30,Housekeeping,71.69,9
898,2025-05-30,Maintenance,27.44,3
899,2025-05-30,Sales,26.26,3
900,2025-05-30,Admin,24.98,3
901,2025-05-31,Rooms,63.56,8
902,2025-05-31,Food & Beverage,68.33,9
903,2025-05-31,Housekeeping,66.98,8
904,2025-05-31,Maintenance,22.48,3
905,2025-05-31,Sales,26.27,3
906,2025-05-31,Admin,26.26,3
907,2025-06-01,Rooms,50.7,6
908,2025-06-01,Food & Beverage,49.65,6
909,2025-06-01,Housekeeping,48.36,6
910,2025-06-01,Maintenance,23.87,3
911,2025-06-01,Sales,22.07,3
912,2025-06-01,Admin,21.18,3
913,2025-06-02,Rooms,54.3,7
914,2025-06-02,Food & Beverage,56.7,7
915,2025-06-02,Housekeeping,45.67,6
916,2025-06-02,Maintenance,20.18,3
917,2025-06-02,Sales,24.05,3
918,2025-06-02,Admin,20.43,3
919,2025-06-03,Rooms,56.96,7
920,2025-06-03,Food & Beverage,59.19,7
921,2025-06-03,Housekeeping,57.16,7
922,2025-06-03,Maintenance,21.72,3
923,2025-06-03,Sales,22.19,3
924,2025-06-03,Admin,20.65,3
925,2025-06-04,Rooms,52.25,7
926,2025-06-04,Food & Beverage,53.6,7
927,2025-06-04,Housekeeping,53.38,7
928,2025-06-04,Maintenance,20.98,3
929,2025-06-04,Sales,19.98,2
930,2025-06-04,Admin,20.56,3
931,2025-06-05,Rooms,41.55,5
932,2025-06-05,Food & Beverage,53.05,7
933,2025-06-05,Housekeeping,49.38,6
934,2025-06-05,Maintenance,20.64,3
935,2025-06-05,Sales,27.21,3
936,2025-06-05,Admin,23.36,3
937,2025-06-06,Rooms,53.46,7
938,2025-06-06,Food & Beverage,55.22,7
939,2025-06-06,Housekeeping,45.98,6
940,2025-06-06,Maintenance,20.31,3
941,2025-06-06,Sales,19.1,2
942,2025-06-06,Admin,22.22,3
943,2025-06-07,Rooms,49.69,6
944,2025-06-07,Food & Beverage,49.65,6
945,2025-06-07,Housekeeping,52.41,7
946,2025-06-07,Maintenance,23.8,3
947,2025-06-07,Sales,23.95,3
948,2025-06-07,Admin,22.42,3
949,2025-06-08,Rooms,57.27,7
950,2025-06-08,Food & Beverage,50.02,6
951,2025-06-08,Housekeeping,52.85,7
952,2025-06-08,Maintenance,23.18,3
953,2025-06-08,Sales,20.38,3
954,2025-06-08,Admin,21.81,3
955,2025-06-09,Rooms,66.72,8
956,2025-06-09,Food & Beverage,53.46,7
957,2025-06-09,Housekeeping,58.25,7
958,2025-06-09,Maintenance,20.4,3
959,2025-06-09,Sales,22.83,3
960,2025-06-09,Admin,25.36,3
961,2025-06-10,Rooms,47.14,6
962,2025-06-10,Food & Beverage,53.84,7
963,2025-06-10,Housekeeping,57.55,7
964,2025-06-10,Maintenance,21.46,3
965,2025-06-10,Sales,16.39,2
966,2025-06-10,Admin,18.3,2
967,2025-06-11,Rooms,57.44,7
968,2025-06-11,Food & Beverage,59.48,7
969,2025-06-11,Housekeeping,50.02,6
970,2025-06-11,Maintenance,19.86,2
971,2025-06-11,Sales,22.37,3
972,2025-06-11,Admin,17.21,2
973,2025-06-12,Rooms,59.04,7
974,2025-06-12,Food & Beverage,49.37,6
975,2025-06-12,Housekeeping,48.78,6
976,2025-06-12,Maintenance,22.19,3
977,2025-06-12,Sales,20.87,3
978,2025-06-12,Admin,20.98,3
979,2025-06-13,Rooms,55.35,7
980,2025-06-13,Food & Beverage,56.98,7
981,2025-06-13,Housekeeping,45.87,6
982,2025-06-13,Maintenance,20.32,3
983,2025-06-13,Sales,21.74,3
984,2025-06-13,Admin,18.03,2
985,2025-06-14,Rooms,53.61,7
986,2025-06-14,Food & Beverage,55.71,7
987,2025-06-14,Housekeeping,61.76,8
988,2025-06-14,Maintenance,22.89,3
989,2025-06-14,Sales,19.87,2
990,2025-06-14,Admin,23.09,3
991,2025-06-15,Rooms,41.7,5
992,2025-06-15,Food & Beverage,46.28,6
993,2025-06-15,Housekeeping,49.53,6
994,2025-06-15,Maintenance,20.63,3
995,2025-06-15,Sales,20.52,3
996,2025-06-15,Admin,21.21,3
997,2025-06-16,Rooms,55.66,7
998,2025-06-16,Food & Beverage,57.39,7
999,2025-06-16,Housekeeping,59.48,7
1000,2025-06-16,Maintenance,19.83,2
1001,2025-06-16,Sales,23.37,3
1002,2025-06-16,Admin,24.22,3
1003,2025-06-17,Rooms,49.18,6
1004,2025-06-17,Food & Beverage,53.09,7
1005,2025-06-17,Housekeeping,52.91,7
1006,2025-06-17,Maintenance,17.15,2
1007,2025-06-17,Sales,20.58,3
1008,2025-06-17,Admin,21.54,3
1009,2025-06-18,Rooms,59.19,7
1010,2025-06-18,Food & Beverage,57.06,7
1011,2025-06-18,Housekeeping,50.88,6
1012,2025-06-18,Maintenance,21.68,3
1013,2025-06-18,Sales,20.88,3
1014,2025-06-18,Admin,23.84,3
1015,2025-06-19,Rooms,51.44,6
1016,2025-06-19,Food & Beverage,57.89,7
1017,2025-06-19,Housekeeping,42.5,5
1018,2025-06-19,Maintenance,23.96,3
1019,2025-06-19,Sales,23.07,3
1020,2025-06-19,Admin,20.25,3
1021,2025-06-20,Rooms,49.46,6
1022,2025-06-20,Food & Beverage,53.19,7
1023,2025-06-20,Housekeeping,49.02,6
1024,2025-06-20,Maintenance,22.08,3
1025,2025-06-20,Sales,25.08,3
1026,2025-06-20,Admin,18.03,2
1027,2025-06-21,Rooms,56.36,7
1028,2025-06-21,Food & Beverage,55.84,7
1029,2025-06-21,Housekeeping,48.82,6
1030,2025-06-21,Maintenance,22.33,3
1031,2025-06-21,Sales,19.66,2
1032,2025-06-21,Admin,19.7,2
1033,2025-06-22,Rooms,52.51,7
1034,2025-06-22,Food & Beverage,54.28,7
1035,2025-06-22,Housekeeping,61.17,8
1036,2025-06-22,Maintenance,23.01,3
1037,2025-06-22,Sales,24.96,3
1038,2025-06-22,Admin,26.04,3
1039,2025-06-23,Rooms,59.97,7
1040,2025-06-23,Food & Beverage,49.82,6
1041,2025-06-23,Housekeeping,60.48,8
1042,2025-06-23,Maintenance,22.36,3
1043,2025-06-23,Sales,22.95,3
1044,2025-06-23,Admin,21.72,3
1045,2025-06-24,Rooms,49.33,6
1046,2025-06-24,Food & Beverage,56.5,7
1047,2025-06-24,Housekeeping,45.99,6
1048,2025-06-24,Maintenance,22.39,3
1049,2025-06-24,Sales,18.24,2
1050,2025-06-24,Admin,21.69,3
1051,2025-06-25,Rooms,48.16,6
1052,2025-06-25,Food & Beverage,56.57,7
1053,2025-06-25,Housekeeping,51.88,6
1054,2025-06-25,Maintenance,21.71,3
1055,2025-06-25,Sales,22.14,3
1056,2025-06-25,Admin,18.19,2
1057,2025-06-26,Rooms,53.44,7
1058,2025-06-26,Food & Beverage,56.76,7
1059,2025-06-26,Housekeeping,51.15,6
1060,2025-06-26,Maintenance,19.72,2
1061,2025-06-26,Sales,22.13,3
1062,2025-06-26,Admin,19.86,2
1063,2025-06-27,Rooms,43.14,5
1064,2025-06-27,Food & Beverage,56.52,7
1065,2025-06-27,Housekeeping,52.26,7
1066,2025-06-27,Maintenance,24.47,3
1067,2025-06-27,Sales,23.51,3
1068,2025-06-27,Admin,26.27,3
1069,2025-06-28,Rooms,56.44,7
1070,2025-06-28,Food & Beverage,58.83,7
1071,2025-06-28,Housekeeping,41.95,5
1072,2025-06-28,Maintenance,20.43,3
1073,2025-06-28,Sales,22.71,3
1074,2025-06-28,Admin,22.34,3
1075,2025-06-29,Rooms,52.82,7
1076,2025-06-29,Food & Beverage,46.63,6
1077,2025-06-29,Housekeeping,53.47,7
1078,2025-06-29,Maintenance,20.02,3
1079,2025-06-29,Sales,20.08,3
1080,2025-06-29,Admin,20.65,3
1081,2025-06-30,Rooms,51.52,6
1082,2025-06-30,Food & Beverage,51.34,6
1083,2025-06-30,Housekeeping,56.05,7
1084,2025-06-30,Maintenance,18.18,2
1085,2025-06-30,Sales,27.56,3
1086,2025-06-30,Admin,26.11,3
1087,2025-07-01,Rooms,69.15,9
1088,2025-07-01,Food & Beverage,66.3,8
1089,2025-07-01,Housekeeping,82.93,10
1090,2025-07-01,Maintenance,36.37,5
1091,2025-07-01,Sales,37.21,5
1092,2025-07-01,Admin,33.36,4
1093,2025-07-02,Rooms,85.74,11
1094,2025-07-02,Food & Beverage,70.34,9
1095,2025-07-02,Housekeeping,84.94,11
1096,2025-07-02,Maintenance,30.03,4
1097,2025-07-02,Sales,40.67,5
1098,2025-07-02,Admin,31.71,4
1099,2025-07-03,Rooms,76.28,10
1100,2025-07-03,Food & Beverage,63.31,8
1101,2025-07-03,Housekeeping,61.77,8
1102,2025-07-03,Maintenance,35.73,4
1103,2025-07-03,Sales,31.65,4
1104,2025-07-03,Admin,29.69,4
1105,2025-07-04,Rooms,78.58,10
1106,2025-07-04,Food & Beverage,77.64,10
1107,2025-07-04,Housekeeping,80.96,10
1108,2025-07-04,Maintenance,29.74,4
1109,2025-07-04,Sales,34.09,4
1110,2025-07-04,Admin,31.15,4
1111,2025-07-05,Rooms,83.5,10
1112,2025-07-05,Food & Beverage,91.49,11
1113,2025-07-05,Housekeeping,73.77,9
1114,2025-07-05,Maintenance,31.07,4
1115,2025-07-05,Sales,30.46,4
1116,2025-07-05,Admin,30.82,4
1117,2025-07-06,Rooms,80.23,10
1118,2025-07-06,Food & Beverage,87.55,11
1119,2025-07-06,Housekeeping,86.42,11
1120,2025-07-06,Maintenance,31.55,4
1121,2025-07-06,Sales,33.44,4
1122,2025-07-06,Admin,28.7,4
1123,2025-07-07,Rooms,72.06,9
1124,2025-07-07,Food & Beverage,94.64,12
1125,2025-07-07,Housekeeping,95.13,12
1126,2025-07-07,Maintenance,38.73,5
1127,2025-07-07,Sales,32.09,4
1128,2025-07-07,Admin,32.42,4
1129,2025-07-08,Rooms,72.27,9
1130,2025-07-08,Food & Beverage,77.63,10
1131,2025-07-08,Housekeeping,69.02,9
1132,2025-07-08,Maintenance,32.39,4
1133,2025-07-08,Sales,32.83,4
1134,2025-07-08,Admin,28.18,4
1135,2025-07-09,Rooms,87.2,11
1136,2025-07-09,Food & Beverage,75.93,9
1137,2025-07-09,Housekeeping,76.55,10
1138,2025-07-09,Maintenance,35.35,4
1139,2025-07-09,Sales,35.02,4
1140,2025-07-09,Admin,32.04,4
1141,2025-07-10,Rooms,70.29,9
1142,2025-07-10,Food & Beverage,77.61,10
1143,2025-07-10,Housekeeping,90.72,11
1144,2025-07-10,Maintenance,33.5,4
1145,2025-07-10,Sales,33.8,4
1146,2025-07-10,Admin,26.96,3
1147,2025-07-11,Rooms,84.43,11
1148,2025-07-11,Food & Beverage,73.91,9
1149,2025-07-11,Housekeeping,86.43,11
1150,2025-07-11,Maintenance,29.93,4
1151,2025-07-11,Sales,31.1,4
1152,2025-07-11,Admin,31.61,4
1153,2025-07-12,Rooms,71.44,9
1154,2025-07-12,Food & Beverage,93.4,12
1155,2025-07-12,Housekeeping,67.08,8
1156,2025-07-12,Maintenance,29.21,4
1157,2025-07-12,Sales,31.78,4
1158,2025-07-12,Admin,26.39,3
1159,2025-07-13,Rooms,84.57,11
1160,2025-07-13,Food & Beverage,73.85,9
1161,2025-07-13,Housekeeping,79.9,10
1162,2025-07-13,Maintenance,34.3,4
1163,2025-07-13,Sales,32.92,4
1164,2025-07-13,Admin,34.5,4
1165,2025-07-14,Rooms,94.51,12
1166,2025-07-14,Food & Beverage,95.66,12
1167,2025-07-14,Housekeeping,74.32,9
1168,2025-07-14,Maintenance,29.71,4
1169,2025-07-14,Sales,30.04,4
1170,2025-07-14,Admin,28.4,4
1171,2025-07-15,Rooms,69.85,9
1172,2025-07-15,Food & Beverage,79.21,10
1173,2025-07-15,Housekeeping,74.2,9
1174,2025-07-15,Maintenance,31.92,4
1175,2025-07-15,Sales,28.04,4
1176,2025-07-15,Admin,32.36,4
1177,2025-07-16,Rooms,78.09,10
1178,2025-07-16,Food & Beverage,75.31,9
1179,2025-07-16,Housekeeping,83.65,10
1180,2025-07-16,Maintenance,32.37,4
1181,2025-07-16,Sales,32.47,4
1182,2025-07-16,Admin,34.04,4
1183,2025-07-17,Rooms,78.88,10
1184,2025-07-17,Food & Beverage,88.04,11
1185,2025-07-17,Housekeeping,86.23,11
1186,2025-07-17,Maintenance,37.5,5
1187,2025-07-17,Sales,32.65,4
1188,2025-07-17,Admin,37.08,5
1189,2025-07-18,Rooms,93.99,12
1190,2025-07-18,Food & Beverage,89.7,11
1191,2025-07-18,Housekeeping,85.7,11
1192,2025-07-18,Maintenance,32.4,4
1193,2025-07-18,Sales,29.77,4
1194,2025-07-18,Admin,39.35,5
1195,2025-07-19,Rooms,83.44,10
1196,2025-07-19,Food & Beverage,79.47,10
1197,2025-07-19,Housekeeping,78.8,10
1198,2025-07-19,Maintenance,30.18,4
1199,2025-07-19,Sales,32.88,4
1200,2025-07-19,Admin,34.84,4
1201,2025-07-20,Rooms,83.63,10
1202,2025-07-20,Food & Beverage,86.34,11
1203,2025-07-20,Housekeeping,73.9,9
1204,2025-07-20,Maintenance,31.74,4
1205,2025-07-20,Sales,30.34,4
1206,2025-07-20,Admin,33.5,4
1207,2025-07-21,Rooms,68.33,9
1208,2025-07-21,Food & Beverage,86.29,11
1209,2025-07-21,Housekeeping,76.48,10
1210,2025-07-21,Maintenance,30.52,4
1211,2025-07-21,Sales,34.32,4
1212,2025-07-21,Admin,30.08,4
1213,2025-07-22,Rooms,61.9,8
1214,2025-07-22,Food & Beverage,76.6,10
1215,2025-07-22,Housekeeping,76.26,10
1216,2025-07-22,Maintenance,30.0,4
1217,2025-07-22,Sales,26.9,3
1218,2025-07-22,Admin,31.59,4
1219,2025-07-23,Rooms,79.87,10
1220,2025-07-23,Food & Beverage,86.11,11
1221,2025-07-23,Housekeeping,98.76,12
1222,2025-07-23,Maintenance,22.22,3
1223,2025-07-23,Sales,31.32,4
1224,2025-07-23,Admin,35.72,4
1225,2025-07-24,Rooms,90.39,11
1226,2025-07-24,Food & Beverage,80.02,10
1227,2025-07-24,Housekeeping,75.97,9
1228,2025-07-24,Maintenance,33.32,4
1229,2025-07-24,Sales,28.33,4
1230,2025-07-24,Admin,38.27,5
1231,2025-07-25,Rooms,100.97,13
1232,2025-07-25,Food & Beverage,99.56,12
1233,2025-07-25,Housekeeping,87.37,11
1234,2025-07-25,Maintenance,27.03,3
1235,2025-07-25,Sales,30.68,4
1236,2025-07-25,Admin,32.87,4
1237,2025-07-26,Rooms,78.14,10
1238,2025-07-26,Food & Beverage,71.34,9
1239,2025-07-26,Housekeeping,79.24,10
1240,2025-07-26,Maintenance,32.87,4
1241,2025-07-26,Sales,30.13,4
1242,2025-07-26,Admin,35.86,4
1243,2025-07-27,Rooms,73.53,9
1244,2025-07-27,Food & Beverage,76.99,10
1245,2025-07-27,Housekeeping,69.23,9
1246,2025-07-27,Maintenance,33.08,4
1247,2025-07-27,Sales,31.5,4
1248,2025-07-27,Admin,34.46,4
1249,2025-07-28,Rooms,93.12,12
1250,2025-07-28,Food & Beverage,75.28,9
1251,2025-07-28,Housekeeping,66.21,8
1252,2025-07-28,Maintenance,39.75,5
1253,2025-07-28,Sales,32.13,4
1254,2025-07-28,Admin,31.83,4
1255,2025-07-29,Rooms,92.47,12
1256,2025-07-29,Food & Beverage,77.04,10
1257,2025-07-29,Housekeeping,85.65,11
1258,2025-07-29,Maintenance,35.17,4
1259,2025-07-29,Sales,30.03,4
1260,2025-07-29,Admin,32.5,4
1261,2025-07-30,Rooms,89.23,11
1262,2025-07-30,Food & Beverage,74.61,9
1263,2025-07-30,Housekeeping,82.33,10
1264,2025-07-30,Maintenance,35.85,4
1265,2025-07-30,Sales,30.24,4
1266,2025-07-30,Admin,32.73,4
1267,2025-07-31,Rooms,87.24,11
1268,2025-07-31,Food & Beverage,71.53,9
1269,2025-07-31,Housekeeping,88.82,11
1270,2025-07-31,Maintenance,34.09,4
1271,2025-07-31,Sales,32.23,4
1272,2025-07-31,Admin,36.41,5
1273,2025-08-01,Rooms,84.24,11
1274,2025-08-01,Food & Beverage,75.24,9
1275,2025-08-01,Housekeeping,92.26,12
1276,2025-08-01,Maintenance,33.97,4
1277,2025-08-01,Sales,31.28,4
1278,2025-08-01,Admin,32.78,4
1279,2025-08-02,Rooms,83.3,10
1280,2025-08-02,Food & Beverage,83.7,10
1281,2025-08-02,Housekeeping,71.97,9
1282,2025-08-02,Maintenance,31.32,4
1283,2025-08-02,Sales,34.45,4
1284,2025-08-02,Admin,35.66,4
1285,2025-08-03,Rooms,85.19,11
1286,2025-08-03,Food & Beverage,68.03,9
1287,2025-08-03,Housekeeping,71.6,9
1288,2025-08-03,Maintenance,34.78,4
1289,2025-08-03,Sales,33.01,4
1290,2025-08-03,Admin,32.82,4
1291,2025-08-04,Rooms,87.54,11
1292,2025-08-04,Food & Beverage,83.84,10
1293,2025-08-04,Housekeeping,92.02,12
1294,2025-08-04,Maintenance,34.48,4
1295,2025-08-04,Sales,40.66,5
1296,2025-08-04,Admin,27.32,3
1297,2025-08-05,Rooms,80.88,10
1298,2025-08-05,Food & Beverage,82.48,10
1299,2025-08-05,Housekeeping,86.03,11
1300,2025-08-05,Maintenance,38.74,5
1301,2025-08-05,Sales,33.55,4
1302,2025-08-05,Admin,30.08,4
1303,2025-08-06,Rooms,86.07,11
1304,2025-08-06,Food & Beverage,78.45,10
1305,2025-08-06,Housekeeping,97.27,12
1306,2025-08-06,Maintenance,30.12,4
1307,2025-08-06,Sales,25.28,3
1308,2025-08-06,Admin,30.64,4
1309,2025-08-07,Rooms,75.5,9
1310,2025-08-07,Food & Beverage,89.33,11
1311,2025-08-07,Housekeeping,85.6,11
1312,2025-08-07,Maintenance,31.84,4
1313,2025-08-07,Sales,27.1,3
1314,2025-08-07,Admin,33.31,4
1315,2025-08-08,Rooms,63.08,8
1316,2025-08-08,Food & Beverage,81.27,10
1317,2025-08-08,Housekeeping,75.4,9
1318,2025-08-08,Maintenance,37.73,5
1319,2025-08-08,Sales,36.47,5
1320,2025-08-08,Admin,34.66,4
1321,2025-08-09,Rooms,83.68,10
1322,2025-08-09,Food & Beverage,82.44,10
1323,2025-08-09,Housekeeping,80.82,10
1324,2025-08-09,Maintenance,35.54,4
1325,2025-08-09,Sales,33.88,4
1326,2025-08-09,Admin,36.07,5
1327,2025-08-10,Rooms,91.19,11
1328,2025-08-10,Food & Beverage,73.84,9
1329,2025-08-10,Housekeeping,81.37,10
1330,2025-08-10,Maintenance,32.3,4
1331,2025-08-10,Sales,30.0,4
1332,2025-08-10,Admin,33.05,4
1333,2025-08-11,Rooms,83.76,10
1334,2025-08-11,Food & Beverage,80.51,10
