invoice_id,booking_id,customer_id,invoice_date,due_date,payment_terms_days,room_revenue_jpy,ancillary_revenue_jpy,invoice_amount_jpy
1734,1734,1121,2025-02-10,2025-02-25,15,25455.0,4169.0,29624.0
1735,1735,1031,2025-02-10,2025-02-25,15,13796.0,3099.0,16895.0
1736,1736,1022,2025-02-11,2025-02-26,15,30846.0,6554.0,37400.0
1737,1737,1058,2025-02-10,2025-03-12,30,18408.0,5616.0,24024.0
1738,1738,1062,2025-02-10,2025-03-27,45,26959.0,3653.0,30612.0
1739,1739,1065,2025-02-11,2025-03-13,30,13958.0,1711.0,15669.0
1740,1740,1098,2025-02-12,2025-03-29,45,40036.0,8053.0,48089.0
1741,1741,1118,2025-02-14,2025-03-16,30,49268.0,17282.0,66550.0
1742,1742,1040,2025-02-12,2025-03-14,30,26192.0,7671.0,33863.0
1743,1743,1010,2025-02-12,2025-03-29,45,27068.0,4052.0,31120.0
1744,1744,1111,2025-02-13,2025-03-30,45,38190.0,9323.0,47513.0
1745,1745,1119,2025-02-13,2025-03-15,30,54996.0,9696.0,64692.0
1746,1746,1076,2025-02-12,2025-03-14,30,24004.0,3018.0,27022.0
1747,1747,1016,2025-02-14,2025-03-31,45,52912.0,6771.0,59683.0
1748,1748,1117,2025-02-12,2025-03-14,30,23868.0,3804.0,27672.0
1749,1749,1082,2025-02-11,2025-03-13,30,18840.0,6891.0,25731.0
1750,1750,1032,2025-02-13,2025-03-15,30,61650.0,13878.0,75528.0
1751,1751,1091,2025-02-14,2025-03-16,30,47660.0,14927.0,62587.0
1752,1752,1088,2025-02-13,2025-03-15,30,54855.0,11771.0,66626.0
1753,1753,1085,2025-02-11,2025-02-26,15,13763.0,2611.0,16374.0
1754,1754,1051,2025-02-11,2025-03-13,30,28661.0,8629.0,37290.0
1755,1755,1117,2025-02-15,2025-03-17,30,79065.0,12149.0,91214.0
1756,1756,1124,2025-02-12,2025-02-27,15,25270.0,3807.0,29077.0
1757,1757,1094,2025-02-14,2025-03-31,45,78596.0,16039.0,94635.0
1758,1758,1100,2025-02-14,2025-03-16,30,55484.0,8414.0,63898.0
1759,1759,1027,2025-02-13,2025-03-15,30,102423.0,36959.0,139382.0
1760,1760,1001,2025-02-12,2025-03-14,30,58028.0,16736.0,74764.0
1761,1761,1054,2025-02-13,2025-03-30,45,37494.0,10552.0,48046.0
1762,1762,1026,2025-02-13,2025-02-28,15,50337.0,17888.0,68225.0
1763,1763,1073,2025-02-12,2025-02-27,15,40056.0,9042.0,49098.0
1764,1764,1034,2025-02-11,2025-03-13,30,33983.0,7389.0,41372.0
1765,1765,1117,2025-02-14,2025-03-31,45,113660.0,20200.0,133860.0
1766,1766,1036,2025-02-14,2025-03-16,30,72064.0,13796.0,85860.0
1767,1767,1063,2025-02-11,2025-03-28,45,13600.0,4766.0,18366.0
1768,1768,1075,2025-02-11,2025-03-13,30,18402.0,6224.0,24626.0
1769,1769,1102,2025-02-11,2025-03-13,30,31890.0,3963.0,35853.0
1770,1770,1061,2025-02-12,2025-02-27,15,25634.0,5039.0,30673.0
1771,1771,1088,2025-02-12,2025-03-29,45,29988.0,5493.0,35481.0
1772,1772,1049,2025-02-15,2025-04-01,45,140450.0,31719.0,172169.0
1773,1773,1104,2025-02-15,2025-03-02,15,88055.0,29969.0,118024.0
1774,1774,1018,2025-02-12,2025-02-27,15,24644.0,7100.0,31744.0
1775,1775,1122,2025-02-11,2025-03-13,30,10558.0,2639.0,13197.0
1776,1776,1061,2025-02-13,2025-02-28,15,50433.0,17712.0,68145.0
1777,1777,1082,2025-02-13,2025-02-28,15,50817.0,7582.0,58399.0
1778,1778,1104,2025-02-13,2025-03-15,30,74715.0,11608.0,86323.0
1779,1779,1063,2025-02-13,2025-03-30,45,56241.0,19280.0,75521.0
1780,1780,1120,2025-02-12,2025-02-27,15,21086.0,5745.0,26831.0
1781,1781,1013,2025-02-13,2025-02-28,15,41025.0,6237.0,47262.0
1782,1782,1074,2025-02-11,2025-03-13,30,19509.0,7380.0,26889.0
1783,1783,1064,2025-02-13,2025-03-15,30,103932.0,21304.0,125236.0
1784,1784,1022,2025-02-11,2025-03-28,45,27193.0,6010.0,33203.0
1785,1785,1070,2025-02-15,2025-03-17,30,120280.0,42766.0,163046.0
1786,1786,1056,2025-02-11,2025-03-13,30,12415.0,4039.0,16454.0
1787,1787,1042,2025-02-11,2025-03-13,30,24561.0,3834.0,28395.0
1788,1788,1115,2025-02-13,2025-03-15,30,75570.0,17405.0,92975.0
1789,1789,1082,2025-02-13,2025-03-15,30,60216.0,20609.0,80825.0
1790,1790,1099,2025-02-11,2025-03-13,30,20765.0,2655.0,23420.0
1791,1791,1117,2025-02-11,2025-03-28,45,21920.0,4025.0,25945.0
1792,1792,1110,2025-02-13,2025-03-15,30,51642.0,14439.0,66081.0
1793,1793,1038,2025-02-11,2025-03-13,30,11637.0,1484.0,13121.0
1794,1794,1015,2025-02-11,2025-02-26,15,14194.0,5166.0,19360.0
1795,1795,1049,2025-02-11,2025-03-13,30,17465.0,3531.0,20996.0
1796,1796,1055,2025-02-11,2025-03-13,30,15618.0,2819.0,18437.0
1797,1797,1078,2025-02-13,2025-03-15,30,26008.0,6823.0,32831.0
1798,1798,1110,2025-02-12,2025-02-27,15,16693.0,5859.0,22552.0
1799,1799,1059,2025-02-12,2025-03-14,30,13271.0,3207.0,16478.0
1800,1800,1109,2025-02-12,2025-03-14,30,11633.0,2056.0,13689.0
1801,1801,1016,2025-02-14,2025-03-16,30,88086.0,26465.0,114551.0
1802,1802,1081,2025-02-14,2025-03-31,45,46572.0,12491.0,59063.0
1803,1803,1043,2025-02-13,2025-03-30,45,54024.0,10909.0,64933.0
1804,1804,1120,2025-02-14,2025-03-01,15,43935.0,15598.0,59533.0
1805,1805,1063,2025-02-14,2025-03-01,15,99819.0,35584.0,135403.0
1806,1806,1117,2025-02-12,2025-03-14,30,17708.0,2906.0,20614.0
1807,1807,1045,2025-02-16,2025-03-03,15,150880.0,42712.0,193592.0
1808,1808,1037,2025-02-13,2025-03-30,45,40580.0,15320.0,55900.0
1809,1809,1042,2025-02-15,2025-03-02,15,48852.0,10021.0,58873.0
1810,1810,1109,2025-02-13,2025-03-15,30,36404.0,9819.0,46223.0
1811,1811,1062,2025-02-12,2025-03-14,30,23366.0,4567.0,27933.0
1812,1812,1096,2025-02-12,2025-03-14,30,12141.0,2145.0,14286.0
1813,1813,1101,2025-02-14,2025-03-16,30,38820.0,4861.0,43681.0
1814,1814,1055,2025-02-12,2025-03-14,30,24562.0,4645.0,29207.0
1815,1815,1121,2025-02-12,2025-02-27,15,17373.0,5084.0,22457.0
1816,1816,1076,2025-02-16,2025-03-03,15,67770.0,25313.0,93083.0
1817,1817,1051,2025-02-12,2025-03-14,30,12666.0,4106.0,16772.0
1818,1818,1084,2025-02-14,2025-03-16,30,57420.0,18145.0,75565.0
1819,1819,1060,2025-02-14,2025-03-31,45,54285.0,20486.0,74771.0
1820,1820,1084,2025-02-14,2025-03-16,30,73587.0,24339.0,97926.0
1821,1821,1117,2025-02-12,2025-03-14,30,13694.0,4099.0,17793.0
1822,1822,1074,2025-02-12,2025-03-14,30,19863.0,5470.0,25333.0
1823,1823,1083,2025-02-14,2025-03-16,30,35457.0,12983.0,48440.0
1824,1824,1042,2025-02-12,2025-02-27,15,17602.0,3558.0,21160.0
1825,1825,1003,2025-02-15,2025-03-02,15,53548.0,17099.0,70647.0
1826,1826,1068,2025-02-14,2025-03-16,30,43050.0,6233.0,49283.0
1827,1827,1016,2025-02-13,2025-02-28,15,35626.0,6163.0,41789.0
1828,1828,1016,2025-02-12,2025-03-29,45,15866.0,5979.0,21845.0
1829,1829,1016,2025-02-13,2025-03-30,45,21878.0,7171.0,29049.0
1830,1830,1012,2025-02-13,2025-02-28,15,24074.0,7424.0,31498.0
1831,1831,1047,2025-02-15,2025-04-01,45,80540.0,24298.0,104838.0
1832,1832,1085,2025-02-12,2025-03-14,30,24998.0,5083.0,30081.0
1833,1833,1085,2025-02-12,2025-03-14,30,10895.0,2468.0,13363.0
1834,1834,1041,2025-02-12,2025-03-14,30,18087.0,3743.0,21830.0
1835,1835,1013,2025-02-16,2025-03-03,15,87095.0,29404.0,116499.0
1836,1836,1019,2025-02-12,2025-03-29,45,18160.0,3221.0,21381.0
1837,1837,1046,2025-02-14,2025-03-31,45,36252.0,8291.0,44543.0
1838,1838,1084,2025-02-15,2025-03-17,30,35706.0,7209.0,42915.0
1839,1839,1033,2025-02-14,2025-03-16,30,49630.0,7568.0,57198.0
1840,1840,1035,2025-02-16,2025-03-03,15,75976.0,20081.0,96057.0
1841,1841,1048,2025-02-15,2025-03-17,30,84099.0,17854.0,101953.0
1842,1842,1041,2025-02-14,2025-03-01,15,39610.0,7506.0,47116.0
1843,1843,1078,2025-02-14,2025-03-31,45,57046.0,16277.0,73323.0
1844,1844,1043,2025-02-13,2025-03-15,30,12233.0,3603.0,15836.0
1845,1845,1035,2025-02-14,2025-03-16,30,34046.0,7133.0,41179.0
1846,1846,1029,2025-02-15,2025-03-17,30,44862.0,13866.0,58728.0
1847,1847,1023,2025-02-13,2025-02-28,15,14279.0,4195.0,18474.0
1848,1848,1045,2025-02-16,2025-03-18,30,74520.0,14853.0,89373.0
1849,1849,1078,2025-02-16,2025-04-02,45,71128.0,21259.0,92387.0
1850,1850,1104,2025-02-13,2025-03-15,30,12658.0,3654.0,16312.0
1851,1851,1077,2025-02-17,2025-03-19,30,87355.0,11262.0,98617.0
1852,1852,1092,2025-02-14,2025-03-31,45,50250.0,15179.0,65429.0
1853,1853,1095,2025-02-13,2025-03-15,30,14189.0,3018.0,17207.0
1854,1854,1087,2025-02-16,2025-03-18,30,45792.0,14806.0,60598.0
1855,1855,1046,2025-02-15,2025-03-17,30,60777.0,11903.0,72680.0
1856,1856,1113,2025-02-14,2025-03-16,30,53362.0,10821.0,64183.0
1857,1857,1012,2025-02-13,2025-03-15,30,27416.0,7223.0,34639.0
1858,1858,1094,2025-02-14,2025-03-01,15,51990.0,11885.0,63875.0
1859,1859,1011,2025-02-13,2025-03-15,30,12871.0,3950.0,16821.0
1860,1860,1055,2025-02-14,2025-03-16,30,42106.0,10904.0,53010.0
1861,1861,1064,2025-02-16,2025-03-03,15,62904.0,17185.0,80089.0
1862,1862,1079,2025-02-17,2025-03-04,15,89585.0,11867.0,101452.0
1863,1863,1055,2025-02-15,2025-03-17,30,35019.0,10458.0,45477.0
1864,1864,1106,2025-02-15,2025-03-02,15,54450.0,6851.0,61301.0
1865,1865,1006,2025-02-16,2025-03-18,30,81372.0,20732.0,102104.0
1866,1866,1029,2025-02-17,2025-03-19,30,98605.0,23020.0,121625.0
1867,1867,1046,2025-02-14,2025-03-16,30,23634.0,5873.0,29507.0
1868,1868,1117,2025-02-14,2025-03-01,15,49212.0,13379.0,62591.0
1869,1869,1110,2025-02-15,2025-03-17,30,56748.0,15353.0,72101.0
1870,1870,1073,2025-02-13,2025-03-15,30,13031.0,2403.0,15434.0
1871,1871,1123,2025-02-16,2025-03-18,30,57048.0,11995.0,69043.0
1872,1872,1063,2025-02-15,2025-03-17,30,49239.0,15876.0,65115.0
1873,1873,1039,2025-02-13,2025-02-28,15,12973.0,2559.0,15532.0
1874,1874,1013,2025-02-13,2025-03-15,30,13020.0,3864.0,16884.0
1875,1875,1116,2025-02-13,2025-03-30,45,13522.0,4616.0,18138.0
1876,1876,1029,2025-02-13,2025-02-28,15,13477.0,3175.0,16652.0
1877,1877,1115,2025-02-14,2025-03-31,45,27754.0,6219.0,33973.0
1878,1878,1021,2025-02-15,2025-03-02,15,32571.0,5626.0,38197.0
1879,1879,1015,2025-02-16,2025-04-02,45,41502.0,15582.0,57084.0
1880,1880,1096,2025-02-14,2025-03-16,30,11587.0,4319.0,15906.0
1881,1881,1035,2025-02-14,2025-03-31,45,15081.0,2464.0,17545.0
1882,1882,1088,2025-02-15,2025-03-17,30,23666.0,6842.0,30508.0
1883,1883,1119,2025-02-14,2025-03-01,15,19680.0,5624.0,25304.0
1884,1884,1123,2025-02-16,2025-03-18,30,51675.0,15050.0,66725.0
1885,1885,1031,2025-02-14,2025-03-16,30,10922.0,3647.0,14569.0
1886,1886,1077,2025-02-16,2025-04-02,45,37950.0,12168.0,50118.0
1887,1887,1032,2025-02-15,2025-03-02,15,31840.0,7580.0,39420.0
1888,1888,1036,2025-02-16,2025-03-03,15,55860.0,11850.0,67710.0
1889,1889,1026,2025-02-17,2025-04-03,45,73780.0,10346.0,84126.0
1890,1890,1094,2025-02-16,2025-03-18,30,43578.0,8935.0,52513.0
1891,1891,1030,2025-02-14,2025-03-01,15,16645.0,2615.0,19260.0
1892,1892,1025,2025-02-15,2025-03-02,15,23744.0,3296.0,27040.0
1893,1893,1053,2025-02-15,2025-04-01,45,51702.0,13253.0,64955.0
1894,1894,1029,2025-02-16,2025-03-18,30,55971.0,13643.0,69614.0
1895,1895,1035,2025-02-15,2025-03-17,30,24234.0,7127.0,31361.0
1896,1896,1032,2025-02-17,2025-03-04,15,47892.0,13673.0,61565.0
1897,1897,1028,2025-02-14,2025-03-31,45,14234.0,3874.0,18108.0
1898,1898,1056,2025-02-14,2025-03-01,15,13188.0,2426.0,15614.0
1899,1899,1002,2025-02-17,2025-03-04,15,49988.0,7100.0,57088.0
1900,1900,1047,2025-02-16,2025-03-18,30,57078.0,10089.0,67167.0
1901,1901,1084,2025-02-15,2025-03-17,30,34008.0,11357.0,45365.0
1902,1902,1014,2025-02-15,2025-03-17,30,24948.0,7189.0,32137.0
1903,1903,1084,2025-02-16,2025-03-18,30,32220.0,4277.0,36497.0
1904,1904,1013,2025-02-14,2025-03-01,15,29260.0,6982.0,36242.0
1905,1905,1026,2025-02-15,2025-03-17,30,24356.0,8401.0,32757.0
1906,1906,1054,2025-02-14,2025-03-16,30,14003.0,4445.0,18448.0
1907,1907,1125,2025-02-14,2025-03-16,30,20341.0,4068.0,24409.0
1908,1908,1016,2025-02-15,2025-03-02,15,21790.0,4714.0,26504.0
1909,1909,1003,2025-02-14,2025-03-01,15,27477.0,6696.0,34173.0
1910,1910,1038,2025-02-14,2025-03-16,30,12149.0,4295.0,16444.0
1911,1911,1051,2025-02-15,2025-03-17,30,24150.0,2898.0,27048.0
1912,1912,1010,2025-02-15,2025-03-17,30,32262.0,10131.0,42393.0
1913,1913,1035,2025-02-16,2025-04-02,45,38514.0,9432.0,47946.0
1914,1914,1076,2025-02-14,2025-03-31,45,11643.0,3420.0,15063.0
1915,1915,1068,2025-02-17,2025-03-19,30,64724.0,9998.0,74722.0
1916,1916,1035,2025-02-17,2025-03-19,30,52356.0,16417.0,68773.0
1917,1917,1019,2025-02-14,2025-03-16,30,18431.0,5603.0,24034.0
1918,1918,1112,2025-02-14,2025-03-31,45,25870.0,5798.0,31668.0
1919,1919,1001,2025-02-15,2025-03-17,30,67236.0,14323.0,81559.0
1920,1920,1042,2025-02-15,2025-03-17,30,33540.0,9463.0,43003.0
1921,1921,1079,2025-02-16,2025-03-18,30,37407.0,11854.0,49261.0
1922,1922,1002,2025-02-18,2025-03-20,30,58145.0,15741.0,73886.0
1923,1923,1069,2025-02-14,2025-03-16,30,35254.0,9912.0,45166.0
1924,1924,1075,2025-02-17,2025-03-19,30,87680.0,12382.0,100062.0
1925,1925,1082,2025-02-16,2025-04-02,45,34464.0,11318.0,45782.0
1926,1926,1042,2025-02-14,2025-03-16,30,15953.0,2313.0,18266.0
1927,1927,1030,2025-02-17,2025-03-19,30,106731.0,26349.0,133080.0
1928,1928,1059,2025-02-16,2025-03-18,30,33384.0,8567.0,41951.0
1929,1929,1063,2025-02-18,2025-04-04,45,51224.0,7732.0,58956.0
1930,1930,1105,2025-02-15,2025-03-02,15,23746.0,4925.0,28671.0
1931,1931,1010,2025-02-16,2025-03-03,15,29214.0,8471.0,37685.0
1932,1932,1018,2025-02-16,2025-03-18,30,22642.0,5993.0,28635.0
1933,1933,1049,2025-02-17,2025-03-19,30,59277.0,21730.0,81007.0
1934,1934,1017,2025-02-15,2025-04-01,45,13796.0,3577.0,17373.0
1935,1935,1081,2025-02-15,2025-03-17,30,10582.0,3251.0,13833.0
1936,1936,1105,2025-02-17,2025-03-19,30,56628.0,6823.0,63451.0
1937,1937,1062,2025-02-17,2025-03-04,15,34284.0,11597.0,45881.0
1938,1938,1032,2025-02-18,2025-03-20,30,71228.0,25665.0,96893.0
1939,1939,1016,2025-02-17,2025-03-04,15,41193.0,9566.0,50759.0
1940,1940,1054,2025-02-15,2025-03-17,30,14338.0,4398.0,18736.0
1941,1941,1055,2025-02-18,2025-03-05,15,55672.0,20492.0,76164.0
1942,1942,1088,2025-02-16,2025-04-02,45,28010.0,3591.0,31601.0
1943,1943,1022,2025-02-17,2025-03-04,15,71544.0,17106.0,88650.0
1944,1944,1043,2025-02-15,2025-03-02,15,25140.0,3590.0,28730.0
1945,1945,1115,2025-02-18,2025-03-20,30,52180.0,10009.0,62189.0
1946,1946,1055,2025-02-15,2025-04-01,45,12325.0,3852.0,16177.0
1947,1947,1105,2025-02-17,2025-03-04,15,39603.0,10286.0,49889.0
1948,1948,1034,2025-02-18,2025-03-20,30,46716.0,17229.0,63945.0
1949,1949,1001,2025-02-17,2025-03-19,30,96636.0,19032.0,115668.0
1950,1950,1058,2025-02-19,2025-03-06,15,129960.0,33357.0,163317.0
1951,1951,1009,2025-02-17,2025-03-04,15,57189.0,15020.0,72209.0
1952,1952,1017,2025-02-16,2025-04-02,45,26398.0,9902.0,36300.0
1953,1953,1055,2025-02-16,2025-03-03,15,26710.0,5648.0,32358.0
1954,1954,1121,2025-02-19,2025-03-06,15,89375.0,33334.0,122709.0
1955,1955,1064,2025-02-15,2025-03-17,30,17792.0,6626.0,24418.0
1956,1956,1092,2025-02-16,2025-04-02,45,36954.0,4606.0,41560.0
1957,1957,1096,2025-02-16,2025-03-18,30,26140.0,9727.0,35867.0
1958,1958,1047,2025-02-15,2025-03-17,30,13221.0,4590.0,17811.0
1959,1959,1008,2025-02-19,2025-03-21,30,105735.0,22104.0,127839.0
1960,1960,1059,2025-02-16,2025-04-02,45,50998.0,11237.0,62235.0
1961,1961,1117,2025-02-18,2025-03-20,30,48420.0,12984.0,61404.0
1962,1962,1090,2025-02-15,2025-03-17,30,12640.0,2363.0,15003.0
1963,1963,1124,2025-02-16,2025-04-02,45,35330.0,7758.0,43088.0
1964,1964,1077,2025-02-15,2025-03-17,30,11646.0,2289.0,13935.0
1965,1965,1011,2025-02-15,2025-04-01,45,24170.0,6055.0,30225.0
1966,1966,1061,2025-02-15,2025-04-01,45,11158.0,4028.0,15186.0
1967,1967,1039,2025-02-17,2025-03-04,15,58968.0,18582.0,77550.0
1968,1968,1015,2025-02-17,2025-03-19,30,37647.0,14068.0,51715.0
1969,1969,1097,2025-02-18,2025-03-20,30,50080.0,11602.0,61682.0
1970,1970,1059,2025-02-17,2025-03-04,15,26362.0,4187.0,30549.0
1971,1971,1055,2025-02-18,2025-03-20,30,48258.0,8168.0,56426.0
1972,1972,1049,2025-02-16,2025-03-03,15,25263.0,8589.0,33852.0
1973,1973,1024,2025-02-16,2025-04-02,45,24257.0,2963.0,27220.0
1974,1974,1010,2025-02-20,2025-03-22,30,154840.0,22703.0,177543.0
1975,1975,1022,2025-02-17,2025-04-03,45,58334.0,8753.0,67087.0
1976,1976,1035,2025-02-17,2025-03-19,30,22348.0,7267.0,29615.0
1977,1977,1037,2025-02-16,2025-03-18,30,12788.0,3911.0,16699.0
1978,1978,1002,2025-02-16,2025-03-18,30,12452.0,1984.0,14436.0
1979,1979,1035,2025-02-16,2025-04-02,45,18156.0,5771.0,23927.0
1980,1980,1102,2025-02-17,2025-03-04,15,24904.0,9186.0,34090.0
1981,1981,1097,2025-02-16,2025-03-03,15,16913.0,3644.0,20557.0
1982,1982,1097,2025-02-17,2025-03-19,30,30600.0,4229.0,34829.0
1983,1983,1115,2025-02-17,2025-04-03,45,24472.0,4256.0,28728.0
1984,1984,1020,2025-02-16,2025-03-18,30,17225.0,5824.0,23049.0
1985,1985,1021,2025-02-18,2025-03-20,30,38520.0,5291.0,43811.0
1986,1986,1012,2025-02-17,2025-04-03,45,24890.0,5322.0,30212.0
1987,1987,1092,2025-02-16,2025-03-18,30,24834.0,5561.0,30395.0
1988,1988,1094,2025-02-20,2025-03-22,30,60715.0,15759.0,76474.0
1989,1989,1038,2025-02-17,2025-03-19,30,35322.0,9330.0,44652.0
1990,1990,1115,2025-02-19,2025-03-21,30,51296.0,17982.0,69278.0
1991,1991,1123,2025-02-18,2025-03-20,30,61233.0,18926.0,80159.0
1992,1992,1104,2025-02-17,2025-04-03,45,25248.0,3042.0,28290.0
1993,1993,1115,2025-02-18,2025-03-20,30,41601.0,13925.0,55526.0
1994,1994,1120,2025-02-16,2025-03-18,30,11313.0,4066.0,15379.0
1995,1995,1091,2025-02-16,2025-04-02,45,12415.0,4321.0,16736.0
1996,1996,1033,2025-02-16,2025-03-03,15,32988.0,5776.0,38764.0
1997,1997,1063,2025-02-17,2025-03-04,15,44106.0,13083.0,57189.0
1998,1998,1110,2025-02-19,2025-03-21,30,46612.0,12826.0,59438.0
1999,1999,1041,2025-02-18,2025-04-04,45,49038.0,7424.0,56462.0
2000,2000,1034,2025-02-18,2025-03-20,30,37617.0,6474.0,44091.0
2001,2001,1102,2025-02-20,2025-04-06,45,129935.0,25841.0,155776.0
2002,2002,1110,2025-02-18,2025-04-04,45,37803.0,9261.0,47064.0
2003,2003,1112,2025-02-17,2025-03-19,30,26172.0,4401.0,30573.0
2004,2004,1083,2025-02-16,2025-03-18,30,12079.0,2369.0,14448.0
2005,2005,1123,2025-02-18,2025-03-20,30,56097.0,20161.0,76258.0
2006,2006,1043,2025-02-18,2025-03-05,15,78534.0,11961.0,90495.0
2007,2007,1015,2025-02-16,2025-04-02,45,13037.0,3548.0,16585.0
2008,2008,1061,2025-02-16,2025-03-03,15,14268.0,3981.0,18249.0
2009,2009,1008,2025-02-16,2025-03-03,15,14391.0,2135.0,16526.0
2010,2010,1061,2025-02-17,2025-04-03,45,50066.0,9202.0,59268.0
2011,2011,1033,2025-02-16,2025-03-03,15,12707.0,3773.0,16480.0
2012,2012,1052,2025-02-16,2025-03-03,15,16859.0,6067.0,22926.0
2013,2013,1115,2025-02-19,2025-03-21,30,48140.0,13068.0,61208.0
2014,2014,1116,2025-02-18,2025-04-04,45,38970.0,7037.0,46007.0
2015,2015,1062,2025-02-17,2025-03-19,30,13780.0,3663.0,17443.0
2016,2016,1089,2025-02-19,2025-04-05,45,37017.0,7380.0,44397.0
2017,2017,1115,2025-02-19,2025-03-21,30,51297.0,14168.0,65465.0
2018,2018,1106,2025-02-17,2025-03-19,30,17432.0,2096.0,19528.0
2019,2019,1041,2025-02-19,2025-04-05,45,72309.0,24391.0,96700.0
2020,2020,1102,2025-02-20,2025-04-06,45,47068.0,16718.0,63786.0
2021,2021,1001,2025-02-18,2025-04-04,45,50612.0,12149.0,62761.0
2022,2022,1075,2025-02-20,2025-03-07,15,93520.0,25688.0,119208.0
2023,2023,1054,2025-02-17,2025-03-04,15,11571.0,2170.0,13741.0
2024,2024,1025,2025-02-19,2025-04-05,45,55839.0,12108.0,67947.0
2025,2025,1105,2025-02-18,2025-03-20,30,53316.0,17000.0,70316.0
2026,2026,1064,2025-02-17,2025-03-04,15,12870.0,2111.0,14981.0
2027,2027,1046,2025-02-18,2025-04-04,45,35422.0,6555.0,41977.0
2028,2028,1059,2025-02-18,2025-03-20,30,58358.0,17172.0,75530.0
2029,2029,1070,2025-02-17,2025-04-03,45,14633.0,4145.0,18778.0
2030,2030,1090,2025-02-17,2025-03-19,30,12041.0,3365.0,15406.0
2031,2031,1012,2025-02-20,2025-03-22,30,66040.0,20967.0,87007.0
2032,2032,1064,2025-02-17,2025-03-19,30,30225.0,4797.0,35022.0
2033,2033,1082,2025-02-18,2025-03-20,30,34778.0,9540.0,44318.0
2034,2034,1029,2025-02-18,2025-03-20,30,24776.0,4398.0,29174.0
2035,2035,1110,2025-02-18,2025-03-05,15,69614.0,20005.0,89619.0
2036,2036,1106,2025-02-17,2025-03-19,30,13546.0,2757.0,16303.0
2037,2037,1121,2025-02-19,2025-03-06,15,52857.0,19101.0,71958.0
2038,2038,1108,2025-02-17,2025-03-04,15,13227.0,2167.0,15394.0
2039,2039,1001,2025-02-20,2025-03-07,15,96844.0,33886.0,130730.0
2040,2040,1105,2025-02-18,2025-03-20,30,52836.0,14496.0,67332.0
2041,2041,1022,2025-02-19,2025-04-05,45,58713.0,12907.0,71620.0
2042,2042,1083,2025-02-21,2025-03-08,15,133030.0,33738.0,166768.0
2043,2043,1055,2025-02-17,2025-04-03,45,12540.0,2800.0,15340.0
2044,2044,1067,2025-02-18,2025-03-20,30,27322.0,5033.0,32355.0
2045,2045,1074,2025-02-18,2025-04-04,45,13006.0,1777.0,14783.0
2046,2046,1034,2025-02-20,2025-03-07,15,99366.0,16885.0,116251.0
2047,2047,1002,2025-02-18,2025-03-20,30,32689.0,8093.0,40782.0
2048,2048,1091,2025-02-19,2025-03-21,30,37172.0,5793.0,42965.0
2049,2049,1059,2025-02-22,2025-03-09,15,103830.0,27121.0,130951.0
2050,2050,1084,2025-02-20,2025-04-06,45,56337.0,11729.0,68066.0
2051,2051,1101,2025-02-18,2025-04-04,45,25405.0,9407.0,34812.0
2052,2052,1011,2025-02-18,2025-03-20,30,14410.0,5231.0,19641.0
2053,2053,1059,2025-02-19,2025-03-21,30,48938.0,13942.0,62880.0
2054,2054,1034,2025-02-18,2025-03-20,30,24848.0,4971.0,29819.0
2055,2055,1051,2025-02-18,2025-03-20,30,22811.0,6294.0,29105.0
2056,2056,1063,2025-02-20,2025-03-22,30,42384.0,10877.0,53261.0
2057,2057,1117,2025-02-18,2025-03-20,30,24056.0,4133.0,28189.0
2058,2058,1116,2025-02-18,2025-04-04,45,13270.0,1933.0,15203.0
2059,2059,1045,2025-02-19,2025-03-21,30,30718.0,8104.0,38822.0
2060,2060,1021,2025-02-19,2025-04-05,45,38378.0,5667.0,44045.0
2061,2061,1067,2025-02-18,2025-03-05,15,16967.0,4055.0,21022.0
2062,2062,1015,2025-02-18,2025-03-20,30,17272.0,4520.0,21792.0
2063,2063,1017,2025-02-18,2025-03-20,30,27988.0,7682.0,35670.0
2064,2064,1045,2025-02-19,2025-03-21,30,26854.0,3499.0,30353.0
2065,2065,1122,2025-02-20,2025-03-07,15,56913.0,7226.0,64139.0
2066,2066,1088,2025-02-18,2025-03-20,30,11640.0,2516.0,14156.0
2067,2067,1076,2025-02-20,2025-03-22,30,107550.0,34734.0,142284.0
2068,2068,1063,2025-02-20,2025-03-22,30,41196.0,5305.0,46501.0
2069,2069,1014,2025-02-19,2025-04-05,45,25060.0,8481.0,33541.0
2070,2070,1048,2025-02-19,2025-04-05,45,39356.0,5555.0,44911.0
2071,2071,1033,2025-02-20,2025-03-07,15,87651.0,17759.0,105410.0
2072,2072,1083,2025-02-18,2025-04-04,45,16027.0,5020.0,21047.0
2073,2073,1055,2025-02-19,2025-03-06,15,56136.0,9528.0,65664.0
2074,2074,1085,2025-02-19,2025-03-21,30,70584.0,12762.0,83346.0
2075,2075,1092,2025-02-18,2025-03-20,30,14192.0,5069.0,19261.0
2076,2076,1116,2025-02-19,2025-03-21,30,25486.0,6312.0,31798.0
2077,2077,1072,2025-02-18,2025-03-05,15,12817.0,2036.0,14853.0
2078,2078,1111,2025-02-19,2025-03-21,30,26678.0,3909.0,30587.0
2079,2079,1105,2025-02-19,2025-03-06,15,35498.0,9307.0,44805.0
2080,2080,1064,2025-02-18,2025-04-04,45,11665.0,2753.0,14418.0
2081,2081,1076,2025-02-18,2025-03-20,30,11337.0,3984.0,15321.0
