booking_id,customer_id,customer_segment,check_in_date,check_out_date,room_type,rooms_booked,room_rate_jpy
1762,1026,Corporate,2025-02-10,2025-02-13,Deluxe,1,16779.0
1763,1073,Corporate,2025-02-10,2025-02-12,Deluxe,1,20028.0
1764,1034,Corporate,2025-02-10,2025-02-11,Suite,1,33983.0
1765,1117,Leisure,2025-02-10,2025-02-14,Family,1,28415.0
1766,1036,Corporate,2025-02-10,2025-02-14,Deluxe,1,18016.0
1767,1063,Corporate,2025-02-10,2025-02-11,Standard,1,13600.0
1768,1075,Corporate,2025-02-10,2025-02-11,Deluxe,1,18402.0
1769,1102,Corporate,2025-02-10,2025-02-11,Suite,1,31890.0
1770,1061,Event Group,2025-02-10,2025-02-12,Standard,1,12817.0
1771,1088,Leisure,2025-02-10,2025-02-12,Deluxe,1,14994.0
1772,1049,Travel Agency,2025-02-10,2025-02-15,Family,1,28090.0
1773,1104,Travel Agency,2025-02-10,2025-02-15,Deluxe,1,17611.0
1774,1018,Leisure,2025-02-10,2025-02-12,Standard,1,12322.0
1775,1122,Leisure,2025-02-10,2025-02-11,Standard,1,10558.0
1776,1061,Leisure,2025-02-10,2025-02-13,Deluxe,1,16811.0
1777,1082,Corporate,2025-02-10,2025-02-13,Deluxe,1,16939.0
1778,1104,Corporate,2025-02-10,2025-02-13,Family,1,24905.0
1779,1063,Corporate,2025-02-10,2025-02-13,Deluxe,1,18747.0
1780,1120,Corporate,2025-02-10,2025-02-12,Standard,1,10543.0
1781,1013,Leisure,2025-02-10,2025-02-13,Standard,1,13675.0
1782,1074,Corporate,2025-02-10,2025-02-11,Deluxe,1,19509.0
1783,1064,Corporate,2025-02-10,2025-02-13,Suite,1,34644.0
1784,1022,Leisure,2025-02-10,2025-02-11,Suite,1,27193.0
1785,1070,Leisure,2025-02-10,2025-02-15,Family,1,24056.0
1786,1056,Travel Agency,2025-02-10,2025-02-11,Standard,1,12415.0
1787,1042,Event Group,2025-02-10,2025-02-11,Family,1,24561.0
1788,1115,Corporate,2025-02-10,2025-02-13,Family,1,25190.0
1789,1082,Event Group,2025-02-10,2025-02-13,Deluxe,1,20072.0
1790,1099,Leisure,2025-02-10,2025-02-11,Deluxe,1,20765.0
1791,1117,Leisure,2025-02-10,2025-02-11,Family,1,21920.0
1792,1110,Leisure,2025-02-10,2025-02-13,Deluxe,1,17214.0
1793,1038,Corporate,2025-02-10,2025-02-11,Standard,1,11637.0
1794,1015,Travel Agency,2025-02-10,2025-02-11,Standard,1,14194.0
1795,1049,Corporate,2025-02-10,2025-02-11,Deluxe,1,17465.0
1796,1055,Corporate,2025-02-10,2025-02-11,Deluxe,1,15618.0
1797,1078,Leisure,2025-02-11,2025-02-13,Standard,1,13004.0
1798,1110,Corporate,2025-02-11,2025-02-12,Deluxe,1,16693.0
1799,1059,Event Group,2025-02-11,2025-02-12,Standard,1,13271.0
1800,1109,Travel Agency,2025-02-11,2025-02-12,Standard,1,11633.0
1801,1016,Leisure,2025-02-11,2025-02-14,Suite,1,29362.0
1802,1081,Leisure,2025-02-11,2025-02-14,Standard,1,15524.0
1803,1043,Leisure,2025-02-11,2025-02-13,Suite,1,27012.0
1804,1120,Travel Agency,2025-02-11,2025-02-14,Standard,1,14645.0
1805,1063,Corporate,2025-02-11,2025-02-14,Suite,1,33273.0
1806,1117,Travel Agency,2025-02-11,2025-02-12,Deluxe,1,17708.0
1807,1045,Leisure,2025-02-11,2025-02-16,Suite,1,30176.0
1808,1037,Leisure,2025-02-11,2025-02-13,Deluxe,1,20290.0
1809,1042,Leisure,2025-02-11,2025-02-15,Standard,1,12213.0
1810,1109,Travel Agency,2025-02-11,2025-02-13,Deluxe,1,18202.0
1811,1062,Leisure,2025-02-11,2025-02-12,Family,1,23366.0
1812,1096,Corporate,2025-02-11,2025-02-12,Standard,1,12141.0
1813,1101,Leisure,2025-02-11,2025-02-14,Standard,1,12940.0
1814,1055,Event Group,2025-02-11,2025-02-12,Family,1,24562.0
1815,1121,Corporate,2025-02-11,2025-02-12,Deluxe,1,17373.0
1816,1076,Leisure,2025-02-11,2025-02-16,Standard,1,13554.0
1817,1051,Leisure,2025-02-11,2025-02-12,Standard,1,12666.0
1818,1084,Event Group,2025-02-11,2025-02-14,Deluxe,1,19140.0
1819,1060,Event Group,2025-02-11,2025-02-14,Deluxe,1,18095.0
1820,1084,Corporate,2025-02-11,2025-02-14,Family,1,24529.0
1821,1117,Corporate,2025-02-11,2025-02-12,Standard,1,13694.0
1822,1074,Leisure,2025-02-11,2025-02-12,Deluxe,1,19863.0
1823,1083,Corporate,2025-02-11,2025-02-14,Standard,1,11819.0
1824,1042,Corporate,2025-02-11,2025-02-12,Deluxe,1,17602.0
1825,1003,Travel Agency,2025-02-11,2025-02-15,Standard,1,13387.0
1826,1068,Travel Agency,2025-02-11,2025-02-14,Standard,1,14350.0
1827,1016,Leisure,2025-02-11,2025-02-13,Deluxe,1,17813.0
1828,1016,Leisure,2025-02-11,2025-02-12,Deluxe,1,15866.0
1829,1016,Corporate,2025-02-11,2025-02-13,Standard,1,10939.0
1830,1012,Leisure,2025-02-11,2025-02-13,Standard,1,12037.0
1831,1047,Corporate,2025-02-11,2025-02-15,Deluxe,1,20135.0
1832,1085,Event Group,2025-02-11,2025-02-12,Family,1,24998.0
1833,1085,Event Group,2025-02-11,2025-02-12,Standard,1,10895.0
1834,1041,Leisure,2025-02-11,2025-02-12,Deluxe,1,18087.0
1835,1013,Leisure,2025-02-11,2025-02-16,Deluxe,1,17419.0
1836,1019,Corporate,2025-02-11,2025-02-12,Deluxe,1,18160.0
1837,1046,Event Group,2025-02-11,2025-02-14,Standard,1,12084.0
1838,1084,Leisure,2025-02-12,2025-02-15,Standard,1,11902.0
1839,1033,Corporate,2025-02-12,2025-02-14,Family,1,24815.0
1840,1035,Corporate,2025-02-12,2025-02-16,Deluxe,1,18994.0
1841,1048,Corporate,2025-02-12,2025-02-15,Family,1,28033.0
1842,1041,Leisure,2025-02-12,2025-02-14,Deluxe,1,19805.0
1843,1078,Corporate,2025-02-12,2025-02-14,Family,1,28523.0
1844,1043,Leisure,2025-02-12,2025-02-13,Standard,1,12233.0
1845,1035,Leisure,2025-02-12,2025-02-14,Deluxe,1,17023.0
1846,1029,Corporate,2025-02-12,2025-02-15,Standard,1,14954.0
1847,1023,Event Group,2025-02-12,2025-02-13,Standard,1,14279.0
1848,1045,Leisure,2025-02-12,2025-02-16,Deluxe,1,18630.0
1849,1078,Leisure,2025-02-12,2025-02-16,Deluxe,1,17782.0
1850,1104,Corporate,2025-02-12,2025-02-13,Standard,1,12658.0
1851,1077,Leisure,2025-02-12,2025-02-17,Deluxe,1,17471.0
1852,1092,Leisure,2025-02-12,2025-02-14,Family,1,25125.0
1853,1095,Leisure,2025-02-12,2025-02-13,Standard,1,14189.0
1854,1087,Leisure,2025-02-12,2025-02-16,Standard,1,11448.0
1855,1046,Corporate,2025-02-12,2025-02-15,Deluxe,1,20259.0
1856,1113,Corporate,2025-02-12,2025-02-14,Suite,1,26681.0
1857,1012,Leisure,2025-02-12,2025-02-13,Family,1,27416.0
1858,1094,Corporate,2025-02-12,2025-02-14,Family,1,25995.0
1859,1011,Leisure,2025-02-12,2025-02-13,Standard,1,12871.0
1860,1055,Leisure,2025-02-12,2025-02-14,Deluxe,1,21053.0
1861,1064,Corporate,2025-02-12,2025-02-16,Deluxe,1,15726.0
1862,1079,Travel Agency,2025-02-12,2025-02-17,Deluxe,1,17917.0
1863,1055,Corporate,2025-02-12,2025-02-15,Standard,1,11673.0
1864,1106,Corporate,2025-02-12,2025-02-15,Deluxe,1,18150.0
1865,1006,Leisure,2025-02-12,2025-02-16,Family,1,20343.0
1866,1029,Leisure,2025-02-12,2025-02-17,Deluxe,1,19721.0
1867,1046,Corporate,2025-02-12,2025-02-14,Standard,1,11817.0
1868,1117,Leisure,2025-02-12,2025-02-14,Family,1,24606.0
1869,1110,Travel Agency,2025-02-12,2025-02-15,Deluxe,1,18916.0
1870,1073,Corporate,2025-02-12,2025-02-13,Standard,1,13031.0
1871,1123,Event Group,2025-02-12,2025-02-16,Standard,1,14262.0
1872,1063,Corporate,2025-02-12,2025-02-15,Deluxe,1,16413.0
1873,1039,Leisure,2025-02-12,2025-02-13,Standard,1,12973.0
1874,1013,Travel Agency,2025-02-12,2025-02-13,Standard,1,13020.0
1875,1116,Leisure,2025-02-12,2025-02-13,Standard,1,13522.0
1876,1029,Leisure,2025-02-12,2025-02-13,Standard,1,13477.0
1877,1115,Leisure,2025-02-12,2025-02-14,Standard,1,13877.0
1878,1021,Corporate,2025-02-12,2025-02-15,Standard,1,10857.0
1879,1015,Corporate,2025-02-13,2025-02-16,Standard,1,13834.0
1880,1096,Leisure,2025-02-13,2025-02-14,Standard,1,11587.0
1881,1035,Leisure,2025-02-13,2025-02-14,Standard,1,15081.0
1882,1088,Leisure,2025-02-13,2025-02-15,Standard,1,11833.0
1883,1119,Travel Agency,2025-02-13,2025-02-14,Deluxe,1,19680.0
1884,1123,Corporate,2025-02-13,2025-02-16,Deluxe,1,17225.0
1885,1031,Corporate,2025-02-13,2025-02-14,Standard,1,10922.0
1886,1077,Leisure,2025-02-13,2025-02-16,Standard,1,12650.0
1887,1032,Corporate,2025-02-13,2025-02-15,Deluxe,1,15920.0
1888,1036,Corporate,2025-02-13,2025-02-16,Deluxe,1,18620.0
1889,1026,Event Group,2025-02-13,2025-02-17,Deluxe,1,18445.0
1890,1094,Corporate,2025-02-13,2025-02-16,Standard,1,14526.0
1891,1030,Event Group,2025-02-13,2025-02-14,Deluxe,1,16645.0
1892,1025,Corporate,2025-02-13,2025-02-15,Standard,1,11872.0
1893,1053,Leisure,2025-02-13,2025-02-15,Family,1,25851.0
1894,1029,Event Group,2025-02-13,2025-02-16,Deluxe,1,18657.0
1895,1035,Leisure,2025-02-13,2025-02-15,Standard,1,12117.0
1896,1032,Leisure,2025-02-13,2025-02-17,Standard,1,11973.0
1897,1028,Corporate,2025-02-13,2025-02-14,Standard,1,14234.0
1898,1056,Leisure,2025-02-13,2025-02-14,Standard,1,13188.0
1899,1002,Leisure,2025-02-13,2025-02-17,Standard,1,12497.0
1900,1047,Corporate,2025-02-13,2025-02-16,Deluxe,1,19026.0
1901,1084,Travel Agency,2025-02-13,2025-02-15,Deluxe,1,17004.0
1902,1014,Corporate,2025-02-13,2025-02-15,Standard,1,12474.0
1903,1084,Corporate,2025-02-13,2025-02-16,Standard,1,10740.0
1904,1013,Leisure,2025-02-13,2025-02-14,Suite,1,29260.0
1905,1026,Leisure,2025-02-13,2025-02-15,Standard,1,12178.0
1906,1054,Corporate,2025-02-13,2025-02-14,Deluxe,1,14003.0
1907,1125,Travel Agency,2025-02-13,2025-02-14,Deluxe,1,20341.0
1908,1016,Leisure,2025-02-13,2025-02-15,Standard,1,10895.0
1909,1003,Leisure,2025-02-13,2025-02-14,Family,1,27477.0
1910,1038,Event Group,2025-02-13,2025-02-14,Standard,1,12149.0
1911,1051,Travel Agency,2025-02-13,2025-02-15,Standard,1,12075.0
1912,1010,Leisure,2025-02-13,2025-02-15,Deluxe,1,16131.0
1913,1035,Leisure,2025-02-13,2025-02-16,Standard,1,12838.0
1914,1076,Leisure,2025-02-13,2025-02-14,Standard,1,11643.0
1915,1068,Travel Agency,2025-02-13,2025-02-17,Deluxe,1,16181.0
1916,1035,Corporate,2025-02-13,2025-02-17,Standard,1,13089.0
1917,1019,Corporate,2025-02-13,2025-02-14,Deluxe,1,18431.0
1918,1112,Corporate,2025-02-13,2025-02-14,Family,1,25870.0
1919,1001,Corporate,2025-02-13,2025-02-15,Suite,1,33618.0
1920,1042,Event Group,2025-02-13,2025-02-15,Deluxe,1,16770.0
1921,1079,Leisure,2025-02-13,2025-02-16,Standard,1,12469.0
1922,1002,Leisure,2025-02-13,2025-02-18,Standard,1,11629.0
1923,1069,Event Group,2025-02-13,2025-02-14,Suite,1,35254.0
1924,1075,Event Group,2025-02-13,2025-02-17,Deluxe,1,21920.0
1925,1082,Leisure,2025-02-13,2025-02-16,Standard,1,11488.0
1926,1042,Leisure,2025-02-13,2025-02-14,Deluxe,1,15953.0
1927,1030,Corporate,2025-02-14,2025-02-17,Suite,1,35577.0
1928,1059,Corporate,2025-02-14,2025-02-16,Deluxe,1,16692.0
1929,1063,Corporate,2025-02-14,2025-02-18,Standard,1,12806.0
1930,1105,Corporate,2025-02-14,2025-02-15,Family,1,23746.0
1931,1010,Corporate,2025-02-14,2025-02-16,Standard,1,14607.0
1932,1018,Leisure,2025-02-14,2025-02-16,Standard,1,11321.0
1933,1049,Leisure,2025-02-14,2025-02-17,Deluxe,1,19759.0
1934,1017,Corporate,2025-02-14,2025-02-15,Standard,1,13796.0
1935,1081,Corporate,2025-02-14,2025-02-15,Standard,1,10582.0
1936,1105,Corporate,2025-02-14,2025-02-17,Deluxe,1,18876.0
1937,1062,Corporate,2025-02-14,2025-02-17,Standard,1,11428.0
1938,1032,Travel Agency,2025-02-14,2025-02-18,Deluxe,1,17807.0
1939,1016,Leisure,2025-02-14,2025-02-17,Standard,1,13731.0
1940,1054,Leisure,2025-02-14,2025-02-15,Standard,1,14338.0
1941,1055,Corporate,2025-02-14,2025-02-18,Standard,1,13918.0
1942,1088,Corporate,2025-02-14,2025-02-16,Standard,1,14005.0
1943,1022,Corporate,2025-02-14,2025-02-17,Family,1,23848.0
1944,1043,Event Group,2025-02-14,2025-02-15,Family,1,25140.0
1945,1115,Travel Agency,2025-02-14,2025-02-18,Standard,1,13045.0
1946,1055,Leisure,2025-02-14,2025-02-15,Standard,1,12325.0
1947,1105,Corporate,2025-02-14,2025-02-17,Standard,1,13201.0
1948,1034,Corporate,2025-02-14,2025-02-18,Standard,1,11679.0
1949,1001,Corporate,2025-02-14,2025-02-17,Suite,1,32212.0
1950,1058,Travel Agency,2025-02-14,2025-02-19,Family,1,25992.0
1951,1009,Leisure,2025-02-14,2025-02-17,Deluxe,1,19063.0
1952,1017,Leisure,2025-02-14,2025-02-16,Standard,1,13199.0
1953,1055,Corporate,2025-02-14,2025-02-16,Standard,1,13355.0
1954,1121,Leisure,2025-02-14,2025-02-19,Deluxe,1,17875.0
1955,1064,Leisure,2025-02-14,2025-02-15,Deluxe,1,17792.0
1956,1092,Leisure,2025-02-14,2025-02-16,Deluxe,1,18477.0
1957,1096,Leisure,2025-02-14,2025-02-16,Standard,1,13070.0
1958,1047,Leisure,2025-02-14,2025-02-15,Standard,1,13221.0
1959,1008,Event Group,2025-02-14,2025-02-19,Deluxe,1,21147.0
1960,1059,Travel Agency,2025-02-14,2025-02-16,Family,1,25499.0
1961,1117,Event Group,2025-02-14,2025-02-18,Standard,1,12105.0
1962,1090,Corporate,2025-02-14,2025-02-15,Standard,1,12640.0
1963,1124,Corporate,2025-02-14,2025-02-16,Deluxe,1,17665.0
1964,1077,Corporate,2025-02-14,2025-02-15,Standard,1,11646.0
1965,1011,Leisure,2025-02-14,2025-02-15,Family,1,24170.0
1966,1061,Travel Agency,2025-02-14,2025-02-15,Standard,1,11158.0
1967,1039,Leisure,2025-02-14,2025-02-17,Deluxe,1,19656.0
1968,1015,Leisure,2025-02-14,2025-02-17,Standard,1,12549.0
1969,1097,Corporate,2025-02-14,2025-02-18,Standard,1,12520.0
1970,1059,Event Group,2025-02-15,2025-02-17,Standard,1,13181.0
1971,1055,Travel Agency,2025-02-15,2025-02-18,Deluxe,1,16086.0
1972,1049,Corporate,2025-02-15,2025-02-16,Family,1,25263.0
1973,1024,Corporate,2025-02-15,2025-02-16,Family,1,24257.0
1974,1010,Leisure,2025-02-15,2025-02-20,Suite,1,30968.0
1975,1022,Corporate,2025-02-15,2025-02-17,Suite,1,29167.0
1976,1035,Leisure,2025-02-15,2025-02-17,Standard,1,11174.0
1977,1037,Leisure,2025-02-15,2025-02-16,Standard,1,12788.0
1978,1002,Corporate,2025-02-15,2025-02-16,Standard,1,12452.0
1979,1035,Leisure,2025-02-15,2025-02-16,Deluxe,1,18156.0
1980,1102,Corporate,2025-02-15,2025-02-17,Standard,1,12452.0
1981,1097,Corporate,2025-02-15,2025-02-16,Deluxe,1,16913.0
1982,1097,Corporate,2025-02-15,2025-02-17,Standard,1,15300.0
1983,1115,Corporate,2025-02-15,2025-02-17,Standard,1,12236.0
1984,1020,Travel Agency,2025-02-15,2025-02-16,Deluxe,1,17225.0
1985,1021,Leisure,2025-02-15,2025-02-18,Standard,1,12840.0
1986,1012,Travel Agency,2025-02-15,2025-02-17,Standard,1,12445.0
1987,1092,Corporate,2025-02-15,2025-02-16,Family,1,24834.0
1988,1094,Leisure,2025-02-15,2025-02-20,Standard,1,12143.0
1989,1038,Travel Agency,2025-02-15,2025-02-17,Deluxe,1,17661.0
1990,1115,Leisure,2025-02-15,2025-02-19,Standard,1,12824.0
1991,1123,Corporate,2025-02-15,2025-02-18,Deluxe,1,20411.0
1992,1104,Leisure,2025-02-15,2025-02-17,Standard,1,12624.0
1993,1115,Corporate,2025-02-15,2025-02-18,Standard,1,13867.0
1994,1120,Corporate,2025-02-15,2025-02-16,Standard,1,11313.0
1995,1091,Leisure,2025-02-15,2025-02-16,Standard,1,12415.0
1996,1033,Leisure,2025-02-15,2025-02-16,Suite,1,32988.0
1997,1063,Event Group,2025-02-15,2025-02-17,Deluxe,1,22053.0
1998,1110,Leisure,2025-02-15,2025-02-19,Standard,1,11653.0
1999,1041,Leisure,2025-02-15,2025-02-18,Deluxe,1,16346.0
2000,1034,Leisure,2025-02-15,2025-02-18,Standard,1,12539.0
2001,1102,Corporate,2025-02-15,2025-02-20,Family,1,25987.0
2002,1110,Corporate,2025-02-15,2025-02-18,Standard,1,12601.0
2003,1112,Leisure,2025-02-15,2025-02-17,Standard,1,13086.0
2004,1083,Leisure,2025-02-15,2025-02-16,Standard,1,12079.0
2005,1123,Corporate,2025-02-15,2025-02-18,Deluxe,1,18699.0
2006,1043,Corporate,2025-02-15,2025-02-18,Family,1,26178.0
2007,1015,Leisure,2025-02-15,2025-02-16,Standard,1,13037.0
2008,1061,Corporate,2025-02-15,2025-02-16,Standard,1,14268.0
2009,1008,Leisure,2025-02-15,2025-02-16,Standard,1,14391.0
2010,1061,Leisure,2025-02-15,2025-02-17,Family,1,25033.0
2011,1033,Corporate,2025-02-15,2025-02-16,Standard,1,12707.0
2012,1052,Corporate,2025-02-15,2025-02-16,Deluxe,1,16859.0
2013,1115,Leisure,2025-02-15,2025-02-19,Standard,1,12035.0
2014,1116,Corporate,2025-02-15,2025-02-18,Standard,1,12990.0
2015,1062,Event Group,2025-02-16,2025-02-17,Standard,1,13780.0
2016,1089,Corporate,2025-02-16,2025-02-19,Standard,1,12339.0
2017,1115,Leisure,2025-02-16,2025-02-19,Deluxe,1,17099.0
2018,1106,Leisure,2025-02-16,2025-02-17,Deluxe,1,17432.0
2019,1041,Leisure,2025-02-16,2025-02-19,Family,1,24103.0
2020,1102,Event Group,2025-02-16,2025-02-20,Standard,1,11767.0
2021,1001,Leisure,2025-02-16,2025-02-18,Family,1,25306.0
2022,1075,Travel Agency,2025-02-16,2025-02-20,Family,1,23380.0
2023,1054,Event Group,2025-02-16,2025-02-17,Standard,1,11571.0
2024,1025,Leisure,2025-02-16,2025-02-19,Deluxe,1,18613.0
2025,1105,Corporate,2025-02-16,2025-02-18,Family,1,26658.0
2026,1064,Corporate,2025-02-16,2025-02-17,Standard,1,12870.0
2027,1046,Leisure,2025-02-16,2025-02-18,Deluxe,1,17711.0
2028,1059,Event Group,2025-02-16,2025-02-18,Suite,1,29179.0
2029,1070,Leisure,2025-02-16,2025-02-17,Standard,1,14633.0
2030,1090,Leisure,2025-02-16,2025-02-17,Standard,1,12041.0
2031,1012,Travel Agency,2025-02-16,2025-02-20,Deluxe,1,16510.0
2032,1064,Leisure,2025-02-16,2025-02-17,Suite,1,30225.0
2033,1082,Leisure,2025-02-16,2025-02-18,Deluxe,1,17389.0
2034,1029,Corporate,2025-02-16,2025-02-18,Standard,1,12388.0
2035,1110,Corporate,2025-02-16,2025-02-18,Suite,1,34807.0
2036,1106,Event Group,2025-02-16,2025-02-17,Standard,1,13546.0
2037,1121,Leisure,2025-02-16,2025-02-19,Deluxe,1,17619.0
2038,1108,Corporate,2025-02-16,2025-02-17,Standard,1,13227.0
2039,1001,Leisure,2025-02-16,2025-02-20,Family,1,24211.0
2040,1105,Corporate,2025-02-16,2025-02-18,Family,1,26418.0
2041,1022,Corporate,2025-02-16,2025-02-19,Deluxe,1,19571.0
2042,1083,Corporate,2025-02-16,2025-02-21,Family,1,26606.0
2043,1055,Event Group,2025-02-16,2025-02-17,Standard,1,12540.0
2044,1067,Event Group,2025-02-16,2025-02-18,Standard,1,13661.0
2045,1074,Leisure,2025-02-17,2025-02-18,Standard,1,13006.0
2046,1034,Leisure,2025-02-17,2025-02-20,Suite,1,33122.0
2047,1002,Leisure,2025-02-17,2025-02-18,Suite,1,32689.0
2048,1091,Corporate,2025-02-17,2025-02-19,Deluxe,1,18586.0
2049,1059,Leisure,2025-02-17,2025-02-22,Deluxe,1,20766.0
2050,1084,Corporate,2025-02-17,2025-02-20,Deluxe,1,18779.0
2051,1101,Leisure,2025-02-17,2025-02-18,Family,1,25405.0
2052,1011,Corporate,2025-02-17,2025-02-18,Standard,1,14410.0
2053,1059,Leisure,2025-02-17,2025-02-19,Family,1,24469.0
2054,1034,Corporate,2025-02-17,2025-02-18,Family,1,24848.0
2055,1051,Leisure,2025-02-17,2025-02-18,Family,1,22811.0
2056,1063,Leisure,2025-02-17,2025-02-20,Standard,1,14128.0
2057,1117,Leisure,2025-02-17,2025-02-18,Family,1,24056.0
2058,1116,Corporate,2025-02-17,2025-02-18,Standard,1,13270.0
2059,1045,Leisure,2025-02-17,2025-02-19,Standard,1,15359.0
2060,1021,Leisure,2025-02-17,2025-02-19,Deluxe,1,19189.0
2061,1067,Corporate,2025-02-17,2025-02-18,Deluxe,1,16967.0
2062,1015,Travel Agency,2025-02-17,2025-02-18,Deluxe,1,17272.0
2063,1017,Corporate,2025-02-17,2025-02-18,Family,1,27988.0
2064,1045,Event Group,2025-02-17,2025-02-19,Standard,1,13427.0
2065,1122,Leisure,2025-02-17,2025-02-20,Deluxe,1,18971.0
2066,1088,Corporate,2025-02-17,2025-02-18,Standard,1,11640.0
2067,1076,Event Group,2025-02-17,2025-02-20,Suite,1,35850.0
2068,1063,Event Group,2025-02-17,2025-02-20,Standard,1,13732.0
2069,1014,Leisure,2025-02-17,2025-02-19,Standard,1,12530.0
2070,1048,Leisure,2025-02-17,2025-02-19,Deluxe,1,19678.0
2071,1033,Leisure,2025-02-17,2025-02-20,Family,1,29217.0
2072,1083,Travel Agency,2025-02-17,2025-02-18,Deluxe,1,16027.0
2073,1055,Leisure,2025-02-17,2025-02-19,Family,1,28068.0
2074,1085,Corporate,2025-02-17,2025-02-19,Suite,1,35292.0
2075,1092,Corporate,2025-02-17,2025-02-18,Standard,1,14192.0
2076,1116,Travel Agency,2025-02-17,2025-02-19,Standard,1,12743.0
2077,1072,Corporate,2025-02-17,2025-02-18,Standard,1,12817.0
2078,1111,Travel Agency,2025-02-17,2025-02-19,Standard,1,13339.0
2079,1105,Leisure,2025-02-17,2025-02-19,Deluxe,1,17749.0
2080,1064,Travel Agency,2025-02-17,2025-02-18,Standard,1,11665.0
2081,1076,Corporate,2025-02-17,2025-02-18,Standard,1,11337.0
2082,1083,Corporate,2025-02-17,2025-02-19,Standard,1,13051.0
2083,1124,Corporate,2025-02-17,2025-02-19,Suite,1,30874.0
2084,1006,Travel Agency,2025-02-17,2025-02-21,Standard,1,12778.0
2085,1039,Leisure,2025-02-17,2025-02-18,Standard,1,13154.0
2086,1072,Leisure,2025-02-17,2025-02-20,Standard,1,11731.0
2087,1064,Corporate,2025-02-17,2025-02-19,Suite,1,29980.0
2088,1048,Corporate,2025-02-17,2025-02-22,Suite,1,39266.0
2089,1042,Corporate,2025-02-17,2025-02-18,Family,1,25805.0
2090,1012,Corporate,2025-02-17,2025-02-20,Family,1,24316.0
2091,1120,Leisure,2025-02-17,2025-02-21,Standard,1,15155.0
2092,1006,Travel Agency,2025-02-17,2025-02-18,Deluxe,1,15852.0
2093,1104,Corporate,2025-02-17,2025-02-21,Standard,1,11984.0
2094,1075,Event Group,2025-02-17,2025-02-20,Standard,1,13874.0
2095,1124,Travel Agency,2025-02-17,2025-02-18,Standard,1,12690.0
2096,1067,Leisure,2025-02-17,2025-02-19,Family,1,21067.0
2097,1094,Leisure,2025-02-17,2025-02-19,Deluxe,1,19683.0
2098,1092,Travel Agency,2025-02-17,2025-02-18,Deluxe,1,18208.0
2099,1027,Travel Agency,2025-02-17,2025-02-19,Standard,1,11761.0
2100,1060,Leisure,2025-02-18,2025-02-19,Deluxe,1,18912.0
2101,1027,Corporate,2025-02-18,2025-02-19,Suite,1,35932.0
2102,1091,Leisure,2025-02-18,2025-02-21,Suite,1,29799.0
2103,1118,Leisure,2025-02-18,2025-02-19,Standard,1,14892.0
2104,1026,Leisure,2025-02-18,2025-02-22,Standard,1,11304.0
2105,1022,Corporate,2025-02-18,2025-02-19,Suite,1,33256.0
2106,1014,Leisure,2025-02-18,2025-02-23,Deluxe,1,19711.0
2107,1024,Travel Agency,2025-02-18,2025-02-19,Deluxe,1,19379.0
2108,1071,Leisure,2025-02-18,2025-02-20,Standard,1,12346.0
2109,1065,Corporate,2025-02-18,2025-02-20,Standard,1,13057.0
2110,1049,Leisure,2025-02-18,2025-02-19,Standard,1,12430.0
2111,1052,Corporate,2025-02-18,2025-02-20,Deluxe,1,18741.0
2112,1007,Leisure,2025-02-18,2025-02-19,Standard,1,12167.0
2113,1007,Corporate,2025-02-18,2025-02-23,Deluxe,1,18317.0
2114,1113,Corporate,2025-02-18,2025-02-20,Family,1,23708.0
2115,1013,Leisure,2025-02-18,2025-02-21,Deluxe,1,18163.0
2116,1027,Leisure,2025-02-18,2025-02-21,Standard,1,12030.0
2117,1094,Leisure,2025-02-18,2025-02-19,Standard,1,12669.0
2118,1110,Travel Agency,2025-02-18,2025-02-19,Standard,1,11456.0
2119,1009,Corporate,2025-02-18,2025-02-19,Family,1,22997.0
2120,1055,Leisure,2025-02-18,2025-02-19,Standard,1,14107.0
2121,1010,Corporate,2025-02-18,2025-02-19,Standard,1,12298.0
2122,1001,Corporate,2025-02-18,2025-02-21,Standard,1,11963.0
2123,1105,Corporate,2025-02-18,2025-02-19,Deluxe,1,19736.0
2124,1097,Corporate,2025-02-18,2025-02-21,Standard,1,12813.0
2125,1095,Corporate,2025-02-18,2025-02-19,Standard,1,13836.0
2126,1033,Leisure,2025-02-18,2025-02-20,Standard,1,11218.0
2127,1091,Leisure,2025-02-18,2025-02-19,Standard,1,12227.0
2128,1062,Leisure,2025-02-18,2025-02-20,Standard,1,13941.0
2129,1003,Leisure,2025-02-18,2025-02-21,Standard,1,11189.0
2130,1004,Corporate,2025-02-18,2025-02-20,Standard,1,13601.0
2131,1047,Event Group,2025-02-18,2025-02-21,Standard,1,12615.0
2132,1036,Event Group,2025-02-18,2025-02-19,Standard,1,12302.0
2133,1058,Travel Agency,2025-02-18,2025-02-21,Family,1,25972.0
2134,1043,Corporate,2025-02-18,2025-02-22,Family,1,26885.0
2135,1067,Event Group,2025-02-19,2025-02-21,Standard,1,12543.0
2136,1102,Corporate,2025-02-19,2025-02-22,Deluxe,1,18797.0
2137,1064,Travel Agency,2025-02-19,2025-02-24,Standard,1,12011.0
2138,1067,Leisure,2025-02-19,2025-02-20,Family,1,30492.0
2139,1103,Leisure,2025-02-19,2025-02-21,Family,1,24748.0
2140,1106,Corporate,2025-02-19,2025-02-21,Standard,1,13438.0
2141,1001,Corporate,2025-02-19,2025-02-20,Deluxe,1,16441.0
