ar_id,invoice_id,customer_id,payment_date,amount_paid_jpy,outstanding_balance_jpy,days_past_due,payment_status
3566,3566,1053,2025-05-09,36581.0,0.0,0,Paid
3567,3567,1100,2025-06-01,30469.0,0.0,0,Paid
3568,3568,1065,2025-05-12,24588.0,0.0,0,Paid
3569,3569,1020,2025-04-11,12090.0,0.0,0,Paid
3570,3570,1074,,34958.0,31853.0,227,Open
3571,3571,1107,2025-04-30,12556.0,0.0,0,Paid
3572,3572,1032,2025-05-31,45445.0,0.0,0,Paid
3573,3573,1112,2025-05-19,44556.0,0.0,0,Paid
3574,3574,1061,2025-05-22,19375.0,0.0,0,Paid
3575,3575,1033,2025-05-02,70340.0,0.0,0,Paid
3576,3576,1100,2025-04-12,26262.0,0.0,0,Paid
3577,3577,1039,2025-05-23,32640.0,0.0,0,Paid
3578,3578,1055,2025-05-24,18971.0,0.0,0,Paid
3579,3579,1073,2025-04-15,11532.0,0.0,0,Paid
3580,3580,1095,2025-05-09,37564.0,0.0,0,Paid
3581,3581,1034,2025-05-17,77451.0,0.0,0,Paid
3582,3582,1006,2025-05-17,31995.0,0.0,0,Paid
3583,3583,1071,2025-05-15,86587.0,0.0,0,Paid
3584,3584,1053,2025-05-11,12065.0,0.0,0,Paid
3585,3585,1118,2025-05-24,103806.0,0.0,0,Paid
3586,3586,1055,2025-05-01,22776.0,0.0,0,Paid
3587,3587,1051,2025-05-12,33080.0,0.0,0,Paid
3588,3588,1065,2025-05-21,40784.0,0.0,0,Paid
3589,3589,1034,,7862.0,4519.0,229,Open
3590,3590,1016,2025-05-22,70384.0,0.0,0,Paid
3591,3591,1062,2025-05-24,57506.0,0.0,0,Paid
3592,3592,1114,,0,23262.0,244,Open
3593,3593,1008,2025-05-02,12407.0,0.0,0,Paid
3594,3594,1054,2025-05-18,24850.0,0.0,0,Paid
3595,3595,1017,2025-05-03,30363.0,0.0,0,Paid
3596,3596,1001,2025-05-17,28713.0,0.0,0,Paid
3597,3597,1039,2025-05-11,29157.0,0.0,0,Paid
3598,3598,1118,,0,39473.0,243,Open
3599,3599,1101,2025-05-10,30893.0,0.0,0,Paid
3600,3600,1042,2025-04-15,115853.0,0.0,0,Paid
3601,3601,1102,2025-05-08,35343.0,0.0,0,Paid
3602,3602,1069,2025-05-04,28588.0,0.0,0,Paid
3603,3603,1040,2025-05-05,61675.0,0.0,0,Paid
3604,3604,1055,2025-05-12,89424.0,0.0,0,Paid
3605,3605,1103,2025-04-18,61924.0,0.0,0,Paid
3606,3606,1044,2025-05-01,28514.0,0.0,0,Paid
3607,3607,1043,2025-05-02,19993.0,0.0,0,Paid
3608,3608,1055,2025-05-31,24270.0,0.0,0,Paid
3609,3609,1038,2025-04-19,15082.0,0.0,0,Paid
3610,3610,1085,2025-05-04,43938.0,0.0,0,Paid
3611,3611,1079,2025-04-20,27760.0,0.0,0,Paid
3612,3612,1012,2025-05-02,13081.0,0.0,0,Paid
3613,3613,1123,2025-04-16,93925.0,0.0,0,Paid
3614,3614,1116,2025-04-29,43998.0,0.0,0,Paid
3615,3615,1067,2025-05-14,31530.0,0.0,0,Paid
3616,3616,1011,2025-05-27,59961.0,0.0,0,Paid
3617,3617,1057,2025-04-13,29988.0,0.0,0,Paid
3618,3618,1092,2025-05-14,126404.0,0.0,0,Paid
3619,3619,1104,2025-05-10,14884.0,0.0,0,Paid
3620,3620,1033,,7026.0,8204.0,243,Open
3621,3621,1030,2025-05-18,40989.0,0.0,0,Paid
3622,3622,1060,2025-05-14,43348.0,0.0,0,Paid
3623,3623,1048,2025-05-23,106327.0,0.0,0,Paid
3624,3624,1089,2025-05-12,132779.0,0.0,0,Paid
3625,3625,1047,2025-05-09,46819.0,0.0,0,Paid
3626,3626,1033,,0,197671.0,239,Open
3627,3627,1044,2025-05-12,27431.0,0.0,0,Paid
3628,3628,1025,2025-05-29,93792.0,0.0,0,Paid
3629,3629,1099,2025-04-19,48733.0,0.0,0,Paid
3630,3630,1094,2025-05-11,46775.0,0.0,0,Paid
3631,3631,1032,2025-04-28,36703.0,0.0,0,Paid
3632,3632,1022,2025-05-10,33406.0,0.0,0,Paid
3633,3633,1022,2025-06-02,18785.0,0.0,0,Paid
3634,3634,1002,2025-05-30,144545.0,0.0,0,Paid
3635,3635,1032,2025-05-10,20860.0,0.0,0,Paid
3636,3636,1025,2025-05-08,31850.0,0.0,0,Paid
3637,3637,1065,2025-05-17,31209.0,0.0,0,Paid
3638,3638,1043,2025-06-11,44609.0,0.0,0,Paid
3639,3639,1101,2025-05-06,173886.0,0.0,0,Paid
3640,3640,1112,2025-05-16,16717.0,0.0,0,Paid
3641,3641,1045,2025-04-15,29885.0,0.0,0,Paid
3642,3642,1086,2025-05-16,26595.0,0.0,0,Paid
3643,3643,1069,2025-05-13,28421.0,0.0,0,Paid
3644,3644,1080,,41424.0,45552.0,255,Open
3645,3645,1097,2025-04-30,48167.0,0.0,0,Paid
3646,3646,1083,2025-05-14,94280.0,0.0,0,Paid
3647,3647,1112,2025-05-05,18802.0,0.0,0,Paid
3648,3648,1075,2025-05-08,39549.0,0.0,0,Paid
3649,3649,1089,2025-04-29,32047.0,0.0,0,Paid
3650,3650,1062,2025-05-04,24908.0,0.0,0,Paid
3651,3651,1018,2025-05-24,22785.0,0.0,0,Paid
3652,3652,1111,2025-04-28,14761.0,0.0,0,Paid
3653,3653,1035,2025-05-11,42059.0,0.0,0,Paid
3654,3654,1029,2025-04-14,15229.0,0.0,0,Paid
3655,3655,1125,2025-05-05,20159.0,0.0,0,Paid
3656,3656,1004,2025-05-12,30244.0,0.0,0,Paid
3657,3657,1067,2025-05-05,36298.0,0.0,0,Paid
3658,3658,1072,2025-05-24,104109.0,0.0,0,Paid
3659,3659,1030,2025-05-19,28278.0,0.0,0,Paid
3660,3660,1067,2025-05-03,12953.0,0.0,0,Paid
3661,3661,1081,2025-04-29,33135.0,0.0,0,Paid
3662,3662,1087,2025-05-01,80317.0,0.0,0,Paid
3663,3663,1048,2025-04-24,43548.0,0.0,0,Paid
3664,3664,1093,2025-06-02,15460.0,0.0,0,Paid
3665,3665,1011,2025-04-29,28212.0,0.0,0,Paid
3666,3666,1036,2025-05-13,59193.0,0.0,0,Paid
3667,3667,1040,2025-04-20,44587.0,0.0,0,Paid
3668,3668,1087,2025-06-12,73742.0,0.0,0,Paid
3669,3669,1107,2025-05-12,35033.0,0.0,0,Paid
3670,3670,1105,2025-05-08,80141.0,0.0,0,Paid
3671,3671,1010,2025-05-20,50720.0,0.0,0,Paid
3672,3672,1050,2025-05-08,47906.0,0.0,0,Paid
3673,3673,1083,2025-05-31,16511.0,0.0,0,Paid
3674,3674,1115,2025-06-13,28987.0,0.0,0,Paid
3675,3675,1104,2025-05-28,24706.0,0.0,0,Paid
3676,3676,1035,2025-05-01,16501.0,0.0,0,Paid
3677,3677,1002,2025-04-20,59815.0,0.0,0,Paid
3678,3678,1071,2025-04-30,26772.0,0.0,0,Paid
3679,3679,1080,2025-06-04,29422.0,0.0,0,Paid
3680,3680,1056,,8548.0,20836.0,255,Open
3681,3681,1016,2025-05-27,45046.0,0.0,0,Paid
3682,3682,1047,2025-04-27,61314.0,0.0,0,Paid
3683,3683,1047,2025-05-06,43932.0,0.0,0,Paid
3684,3684,1031,2025-05-02,12036.0,0.0,0,Paid
3685,3685,1113,2025-05-02,66455.0,0.0,0,Paid
3686,3686,1072,2025-05-04,107037.0,0.0,0,Paid
3687,3687,1011,2025-04-19,37318.0,0.0,0,Paid
3688,3688,1018,2025-04-25,21867.0,0.0,0,Paid
3689,3689,1066,2025-05-08,81779.0,0.0,0,Paid
3690,3690,1086,2025-05-31,69400.0,0.0,0,Paid
3691,3691,1024,2025-05-08,42077.0,0.0,0,Paid
3692,3692,1036,2025-05-22,40378.0,0.0,0,Paid
3693,3693,1018,2025-05-11,39157.0,0.0,0,Paid
3694,3694,1076,2025-05-31,14775.0,0.0,0,Paid
3695,3695,1117,2025-06-19,14986.0,0.0,0,Paid
3696,3696,1071,2025-04-21,92441.0,0.0,0,Paid
3697,3697,1107,2025-05-18,13426.0,0.0,0,Paid
3698,3698,1017,2025-05-13,32632.0,0.0,0,Paid
3699,3699,1091,2025-05-21,80405.0,0.0,0,Paid
3700,3700,1091,2025-06-10,78764.0,0.0,0,Paid
3701,3701,1059,2025-05-04,55795.0,0.0,0,Paid
3702,3702,1065,2025-04-21,49312.0,0.0,0,Paid
3703,3703,1093,2025-05-24,23520.0,0.0,0,Paid
3704,3704,1117,2025-04-26,24617.0,0.0,0,Paid
3705,3705,1092,2025-05-20,33596.0,0.0,0,Paid
3706,3706,1070,2025-05-20,17154.0,0.0,0,Paid
3707,3707,1062,2025-05-09,100961.0,0.0,0,Paid
3708,3708,1008,2025-05-24,36485.0,0.0,0,Paid
3709,3709,1079,2025-05-17,27634.0,0.0,0,Paid
3710,3710,1041,2025-04-22,34001.0,0.0,0,Paid
3711,3711,1096,2025-04-24,15075.0,0.0,0,Paid
3712,3712,1018,2025-05-26,52281.0,0.0,0,Paid
3713,3713,1056,,0,14409.0,241,Open
3714,3714,1107,2025-05-23,49299.0,0.0,0,Paid
3715,3715,1101,2025-05-13,29703.0,0.0,0,Paid
3716,3716,1103,2025-05-20,23897.0,0.0,0,Paid
3717,3717,1053,2025-05-06,36199.0,0.0,0,Paid
3718,3718,1061,2025-05-30,29427.0,0.0,0,Paid
3719,3719,1066,2025-06-15,47891.0,0.0,0,Paid
3720,3720,1040,2025-06-05,144542.0,0.0,0,Paid
3721,3721,1034,2025-05-25,40350.0,0.0,0,Paid
3722,3722,1085,2025-05-23,13077.0,0.0,0,Paid
3723,3723,1125,2025-04-20,17913.0,0.0,0,Paid
3724,3724,1033,2025-05-17,82164.0,0.0,0,Paid
3725,3725,1068,2025-05-10,89502.0,0.0,0,Paid
3726,3726,1056,2025-05-21,60609.0,0.0,0,Paid
3727,3727,1033,2025-05-06,20146.0,0.0,0,Paid
3728,3728,1071,2025-05-30,105265.0,0.0,0,Paid
3729,3729,1117,2025-05-04,11531.0,0.0,0,Paid
3730,3730,1018,2025-05-07,68903.0,0.0,0,Paid
3731,3731,1091,2025-05-28,23315.0,0.0,0,Paid
3732,3732,1046,2025-05-24,24625.0,0.0,0,Paid
3733,3733,1002,2025-06-15,65575.0,0.0,0,Paid
3734,3734,1099,,0,35828.0,239,Open
3735,3735,1077,2025-05-20,14682.0,0.0,0,Paid
3736,3736,1013,,0,16070.0,255,Open
3737,3737,1019,2025-05-12,28011.0,0.0,0,Paid
3738,3738,1088,2025-06-04,13143.0,0.0,0,Paid
3739,3739,1080,2025-05-17,42033.0,0.0,0,Paid
3740,3740,1120,2025-06-01,12413.0,0.0,0,Paid
3741,3741,1086,2025-04-18,66969.0,0.0,0,Paid
3742,3742,1102,2025-05-26,25941.0,0.0,0,Paid
3743,3743,1098,2025-05-01,63788.0,0.0,0,Paid
3744,3744,1015,2025-06-02,156582.0,0.0,0,Paid
3745,3745,1103,2025-04-21,65169.0,0.0,0,Paid
3746,3746,1082,2025-05-04,61387.0,0.0,0,Paid
3747,3747,1013,2025-05-10,30622.0,0.0,0,Paid
3748,3748,1060,2025-06-01,72377.0,0.0,0,Paid
3749,3749,1083,2025-05-13,21884.0,0.0,0,Paid
3750,3750,1009,2025-05-15,13017.0,0.0,0,Paid
3751,3751,1039,2025-05-09,71458.0,0.0,0,Paid
3752,3752,1045,2025-05-27,39707.0,0.0,0,Paid
3753,3753,1006,2025-05-07,14376.0,0.0,0,Paid
3754,3754,1081,2025-04-27,66309.0,0.0,0,Paid
3755,3755,1084,2025-05-29,23868.0,0.0,0,Paid
3756,3756,1098,2025-04-28,28469.0,0.0,0,Paid
3757,3757,1044,2025-05-25,82609.0,0.0,0,Paid
3758,3758,1073,2025-05-14,37321.0,0.0,0,Paid
3759,3759,1074,2025-05-03,30120.0,0.0,0,Paid
3760,3760,1092,2025-05-31,62032.0,0.0,0,Paid
3761,3761,1115,2025-06-13,16023.0,0.0,0,Paid
3762,3762,1123,2025-05-08,25378.0,0.0,0,Paid
3763,3763,1040,2025-04-16,13070.0,0.0,0,Paid
3764,3764,1063,2025-06-03,114087.0,0.0,0,Paid
3765,3765,1043,2025-05-11,47368.0,0.0,0,Paid
3766,3766,1028,2025-05-27,16066.0,0.0,0,Paid
3767,3767,1051,2025-05-19,29297.0,0.0,0,Paid
3768,3768,1024,2025-05-18,14615.0,0.0,0,Paid
3769,3769,1029,2025-04-17,47050.0,0.0,0,Paid
3770,3770,1005,2025-05-17,44922.0,0.0,0,Paid
3771,3771,1108,2025-05-22,47455.0,0.0,0,Paid
3772,3772,1117,2025-04-21,42976.0,0.0,0,Paid
3773,3773,1114,2025-05-16,13358.0,0.0,0,Paid
3774,3774,1119,2025-05-26,31406.0,0.0,0,Paid
3775,3775,1125,2025-05-19,56886.0,0.0,0,Paid
3776,3776,1070,2025-06-07,65507.0,0.0,0,Paid
3777,3777,1012,2025-05-22,57736.0,0.0,0,Paid
3778,3778,1030,2025-05-16,43771.0,0.0,0,Paid
3779,3779,1113,2025-04-28,33212.0,0.0,0,Paid
3780,3780,1024,2025-05-01,12067.0,0.0,0,Paid
3781,3781,1004,2025-05-21,28123.0,0.0,0,Paid
3782,3782,1108,2025-04-28,25097.0,0.0,0,Paid
3783,3783,1024,2025-05-07,43132.0,0.0,0,Paid
3784,3784,1085,2025-05-23,36763.0,0.0,0,Paid
3785,3785,1101,2025-05-04,23761.0,0.0,0,Paid
3786,3786,1013,2025-06-03,30358.0,0.0,0,Paid
3787,3787,1028,2025-05-19,45298.0,0.0,0,Paid
3788,3788,1073,2025-05-15,66933.0,0.0,0,Paid
3789,3789,1072,,0,61270.0,251,Open
3790,3790,1099,2025-04-27,59767.0,0.0,0,Paid
3791,3791,1028,2025-07-05,16495.0,0.0,0,Paid
3792,3792,1020,2025-06-04,63199.0,0.0,0,Paid
3793,3793,1124,2025-05-15,40086.0,0.0,0,Paid
3794,3794,1066,2025-05-20,111243.0,0.0,0,Paid
3795,3795,1028,,0,45242.0,251,Open
3796,3796,1108,2025-05-29,41852.0,0.0,0,Paid
3797,3797,1036,2025-06-09,27683.0,0.0,0,Paid
3798,3798,1017,,0,20498.0,223,Open
3799,3799,1123,2025-06-05,142465.0,0.0,0,Paid
3800,3800,1002,2025-04-18,33788.0,0.0,0,Paid
3801,3801,1007,2025-05-25,65768.0,0.0,0,Paid
3802,3802,1110,2025-05-03,47750.0,0.0,0,Paid
3803,3803,1113,2025-05-04,47281.0,0.0,0,Paid
3804,3804,1116,2025-05-08,29656.0,0.0,0,Paid
3805,3805,1033,2025-05-02,33066.0,0.0,0,Paid
3806,3806,1008,2025-05-02,16230.0,0.0,0,Paid
3807,3807,1046,2025-05-09,46645.0,0.0,0,Paid
3808,3808,1029,,0,25954.0,237,Open
3809,3809,1054,2025-05-08,15062.0,0.0,0,Paid
3810,3810,1010,2025-05-25,61674.0,0.0,0,Paid
3811,3811,1096,2025-05-18,28512.0,0.0,0,Paid
3812,3812,1004,2025-05-05,30206.0,0.0,0,Paid
3813,3813,1050,2025-05-04,46143.0,0.0,0,Paid
3814,3814,1112,2025-05-17,15208.0,0.0,0,Paid
3815,3815,1072,2025-05-04,12939.0,0.0,0,Paid
3816,3816,1125,2025-06-01,158203.0,0.0,0,Paid
3817,3817,1090,,0,58929.0,237,Open
3818,3818,1103,2025-06-06,12688.0,0.0,0,Paid
3819,3819,1033,2025-05-03,30763.0,0.0,0,Paid
3820,3820,1051,2025-06-07,16044.0,0.0,0,Paid
3821,3821,1054,2025-05-04,93790.0,0.0,0,Paid
3822,3822,1109,2025-05-29,16039.0,0.0,0,Paid
3823,3823,1016,2025-06-01,14859.0,0.0,0,Paid
3824,3824,1118,2025-05-03,78961.0,0.0,0,Paid
3825,3825,1090,2025-05-10,32288.0,0.0,0,Paid
3826,3826,1114,2025-04-28,41664.0,0.0,0,Paid
3827,3827,1077,2025-04-24,61071.0,0.0,0,Paid
3828,3828,1031,2025-04-23,55293.0,0.0,0,Paid
3829,3829,1085,2025-05-29,83936.0,0.0,0,Paid
3830,3830,1031,2025-05-13,63370.0,0.0,0,Paid
3831,3831,1037,2025-05-28,88587.0,0.0,0,Paid
3832,3832,1069,,0,152794.0,233,Open
3833,3833,1122,2025-05-01,13849.0,0.0,0,Paid
3834,3834,1109,2025-05-09,114447.0,0.0,0,Paid
3835,3835,1093,2025-04-26,48543.0,0.0,0,Paid
3836,3836,1087,2025-05-16,50728.0,0.0,0,Paid
3837,3837,1076,,0,16734.0,252,Open
3838,3838,1118,,0,61359.0,250,Open
3839,3839,1031,2025-05-19,70836.0,0.0,0,Paid
3840,3840,1094,2025-06-02,27423.0,0.0,0,Paid
3841,3841,1009,2025-05-08,45333.0,0.0,0,Paid
3842,3842,1003,2025-05-10,65509.0,0.0,0,Paid
3843,3843,1119,2025-06-02,92341.0,0.0,0,Paid
3844,3844,1024,,0,59971.0,251,Open
3845,3845,1121,2025-04-25,38671.0,0.0,0,Paid
3846,3846,1119,2025-04-19,26054.0,0.0,0,Paid
3847,3847,1018,2025-05-13,31007.0,0.0,0,Paid
3848,3848,1016,,0,41452.0,235,Open
3849,3849,1123,2025-05-03,30731.0,0.0,0,Paid
3850,3850,1054,2025-05-06,27842.0,0.0,0,Paid
3851,3851,1040,2025-05-06,34733.0,0.0,0,Paid
3852,3852,1059,2025-05-16,36539.0,0.0,0,Paid
3853,3853,1003,2025-06-17,84003.0,0.0,0,Paid
3854,3854,1046,2025-05-04,24196.0,0.0,0,Paid
3855,3855,1048,2025-05-03,26384.0,0.0,0,Paid
3856,3856,1027,2025-06-18,40027.0,0.0,0,Paid
3857,3857,1115,2025-05-14,73519.0,0.0,0,Paid
3858,3858,1088,2025-05-19,55804.0,0.0,0,Paid
3859,3859,1064,2025-05-25,63709.0,0.0,0,Paid
3860,3860,1089,2025-05-16,87027.0,0.0,0,Paid
3861,3861,1106,2025-05-20,65413.0,0.0,0,Paid
3862,3862,1088,2025-05-24,59532.0,0.0,0,Paid
3863,3863,1015,2025-05-16,15129.0,0.0,0,Paid
3864,3864,1046,2025-05-08,17511.0,0.0,0,Paid
3865,3865,1048,2025-05-19,128498.0,0.0,0,Paid
3866,3866,1005,2025-05-20,29043.0,0.0,0,Paid
3867,3867,1040,2025-06-03,14410.0,0.0,0,Paid
3868,3868,1025,2025-05-16,30349.0,0.0,0,Paid
3869,3869,1016,2025-05-04,15592.0,0.0,0,Paid
3870,3870,1104,2025-06-08,19802.0,0.0,0,Paid
3871,3871,1026,2025-05-23,23473.0,0.0,0,Paid
3872,3872,1067,2025-05-04,15000.0,0.0,0,Paid
3873,3873,1093,,0,37737.0,251,Open
3874,3874,1017,2025-05-16,40062.0,0.0,0,Paid
3875,3875,1028,2025-05-20,117904.0,0.0,0,Paid
3876,3876,1089,2025-06-10,26401.0,0.0,0,Paid
3877,3877,1078,2025-05-23,83576.0,0.0,0,Paid
3878,3878,1089,2025-06-04,14336.0,0.0,0,Paid
3879,3879,1030,2025-05-26,86848.0,0.0,0,Paid
3880,3880,1005,2025-04-26,14533.0,0.0,0,Paid
3881,3881,1024,,0,13374.0,236,Open
3882,3882,1098,2025-05-12,26840.0,0.0,0,Paid
3883,3883,1063,,0,19347.0,236,Open
3884,3884,1109,2025-04-28,32175.0,0.0,0,Paid
3885,3885,1081,2025-06-25,155657.0,0.0,0,Paid
3886,3886,1064,2025-05-07,82023.0,0.0,0,Paid
3887,3887,1111,2025-05-06,67031.0,0.0,0,Paid
3888,3888,1057,2025-06-03,24742.0,0.0,0,Paid
3889,3889,1089,,0,20206.0,251,Open
3890,3890,1092,2025-05-17,30504.0,0.0,0,Paid
3891,3891,1045,2025-04-23,37486.0,0.0,0,Paid
3892,3892,1020,2025-06-15,79902.0,0.0,0,Paid
3893,3893,1123,2025-05-18,60567.0,0.0,0,Paid
3894,3894,1114,2025-04-26,14211.0,0.0,0,Paid
3895,3895,1032,2025-05-30,100163.0,0.0,0,Paid
3896,3896,1111,,0,59464.0,235,Open
3897,3897,1088,,0,37144.0,221,Open
3898,3898,1001,2025-05-22,35433.0,0.0,0,Paid
3899,3899,1084,2025-04-19,22020.0,0.0,0,Paid
3900,3900,1010,2025-05-07,21832.0,0.0,0,Paid
3901,3901,1085,2025-05-30,14397.0,0.0,0,Paid
3902,3902,1041,2025-05-31,26926.0,0.0,0,Paid
3903,3903,1041,2025-05-08,61071.0,0.0,0,Paid
3904,3904,1012,2025-05-12,13232.0,0.0,0,Paid
3905,3905,1073,2025-05-30,41280.0,0.0,0,Paid
3906,3906,1086,2025-05-17,60838.0,0.0,0,Paid
3907,3907,1028,2025-05-13,43179.0,0.0,0,Paid
3908,3908,1103,2025-06-15,42529.0,0.0,0,Paid
3909,3909,1056,2025-05-11,15177.0,0.0,0,Paid
3910,3910,1018,2025-05-17,97806.0,0.0,0,Paid
3911,3911,1121,,9013.0,8823.0,235,Open
3912,3912,1060,2025-05-16,14152.0,0.0,0,Paid
3913,3913,1073,2025-05-19,42589.0,0.0,0,Paid
3914,3914,1030,2025-05-19,53358.0,0.0,0,Paid
3915,3915,1017,2025-05-15,32370.0,0.0,0,Paid
3916,3916,1074,2025-06-06,29546.0,0.0,0,Paid
3917,3917,1070,2025-05-24,57896.0,0.0,0,Paid
3918,3918,1074,2025-04-25,14680.0,0.0,0,Paid
3919,3919,1015,2025-05-16,87688.0,0.0,0,Paid
3920,3920,1066,2025-05-07,40082.0,0.0,0,Paid
3921,3921,1024,2025-05-25,57615.0,0.0,0,Paid
3922,3922,1004,2025-05-11,13124.0,0.0,0,Paid
3923,3923,1037,2025-05-09,64875.0,0.0,0,Paid
3924,3924,1001,2025-04-21,37860.0,0.0,0,Paid
3925,3925,1040,2025-05-23,76141.0,0.0,0,Paid
3926,3926,1076,,0,40039.0,233,Open
3927,3927,1054,2025-05-27,15454.0,0.0,0,Paid
3928,3928,1110,2025-05-08,66885.0,0.0,0,Paid
3929,3929,1041,2025-06-08,14190.0,0.0,0,Paid
3930,3930,1073,,0,41630.0,249,Open
3931,3931,1011,2025-05-10,10886.0,0.0,0,Paid
3932,3932,1029,2025-05-04,28611.0,0.0,0,Paid
3933,3933,1060,2025-05-22,14460.0,0.0,0,Paid
3934,3934,1053,2025-05-02,21865.0,0.0,0,Paid
3935,3935,1011,2025-05-13,47180.0,0.0,0,Paid
3936,3936,1073,2025-05-05,50483.0,0.0,0,Paid
3937,3937,1037,2025-05-29,36189.0,0.0,0,Paid
3938,3938,1116,2025-06-03,29766.0,0.0,0,Paid
3939,3939,1091,2025-05-24,27860.0,0.0,0,Paid
3940,3940,1119,2025-04-20,12885.0,0.0,0,Paid
3941,3941,1107,2025-05-17,20083.0,0.0,0,Paid
3942,3942,1113,2025-04-30,23072.0,0.0,0,Paid
3943,3943,1090,2025-06-10,26318.0,0.0,0,Paid
3944,3944,1043,2025-05-11,16122.0,0.0,0,Paid
3945,3945,1074,2025-05-06,19913.0,0.0,0,Paid
3946,3946,1067,2025-04-29,39146.0,0.0,0,Paid
3947,3947,1115,2025-05-05,86022.0,0.0,0,Paid
3948,3948,1023,2025-05-17,50014.0,0.0,0,Paid
3949,3949,1067,2025-06-01,29102.0,0.0,0,Paid
3950,3950,1053,2025-05-22,18283.0,0.0,0,Paid
3951,3951,1032,2025-05-27,30831.0,0.0,0,Paid
3952,3952,1109,2025-05-06,13999.0,0.0,0,Paid
3953,3953,1106,2025-05-23,48586.0,0.0,0,Paid
3954,3954,1014,2025-05-20,55144.0,0.0,0,Paid
3955,3955,1111,2025-05-16,12192.0,0.0,0,Paid
3956,3956,1043,2025-06-29,41083.0,0.0,0,Paid
3957,3957,1056,2025-05-20,48121.0,0.0,0,Paid
3958,3958,1028,2025-06-02,26459.0,0.0,0,Paid
3959,3959,1042,2025-05-14,26637.0,0.0,0,Paid
3960,3960,1120,,0,14800.0,234,Open
3961,3961,1107,2025-05-07,45018.0,0.0,0,Paid
3962,3962,1005,,0,63980.0,246,Open
3963,3963,1084,2025-05-20,28943.0,0.0,0,Paid
3964,3964,1092,,9458.0,4892.0,234,Open
3965,3965,1106,2025-05-03,39963.0,0.0,0,Paid
3966,3966,1116,2025-05-24,20771.0,0.0,0,Paid
3967,3967,1036,2025-06-20,85988.0,0.0,0,Paid
3968,3968,1114,2025-05-28,29608.0,0.0,0,Paid
3969,3969,1009,2025-04-30,27975.0,0.0,0,Paid
3970,3970,1027,2025-06-18,13249.0,0.0,0,Paid
3971,3971,1122,2025-05-28,40067.0,0.0,0,Paid
3972,3972,1121,2025-05-23,12818.0,0.0,0,Paid
3973,3973,1097,2025-05-19,29816.0,0.0,0,Paid
3974,3974,1067,2025-05-26,25386.0,0.0,0,Paid
3975,3975,1052,2025-05-11,56254.0,0.0,0,Paid
3976,3976,1002,2025-05-10,19947.0,0.0,0,Paid
3977,3977,1089,2025-05-09,14224.0,0.0,0,Paid
3978,3978,1057,2025-04-25,50629.0,0.0,0,Paid
3979,3979,1079,,0,29647.0,233,Open
3980,3980,1083,2025-05-24,42359.0,0.0,0,Paid
3981,3981,1023,2025-05-21,14414.0,0.0,0,Paid
3982,3982,1031,2025-05-21,88578.0,0.0,0,Paid
3983,3983,1102,2025-06-03,17090.0,0.0,0,Paid
3984,3984,1075,2025-04-22,18606.0,0.0,0,Paid
3985,3985,1003,2025-06-02,120318.0,0.0,0,Paid
3986,3986,1007,2025-06-02,46282.0,0.0,0,Paid
3987,3987,1093,2025-05-15,25334.0,0.0,0,Paid
3988,3988,1123,2025-05-26,35409.0,0.0,0,Paid
3989,3989,1089,,0,49854.0,230,Open
3990,3990,1120,2025-05-24,58523.0,0.0,0,Paid
3991,3991,1047,,70855.0,30635.0,245,Open
3992,3992,1061,2025-05-07,18381.0,0.0,0,Paid
3993,3993,1009,2025-05-09,23308.0,0.0,0,Paid
3994,3994,1044,,0,15851.0,233,Open
3995,3995,1033,2025-04-24,40094.0,0.0,0,Paid
3996,3996,1025,,0,80025.0,231,Open
3997,3997,1024,2025-05-19,43696.0,0.0,0,Paid
3998,3998,1066,2025-04-27,14267.0,0.0,0,Paid
3999,3999,1071,2025-05-28,43676.0,0.0,0,Paid
4000,4000,1116,2025-05-30,50789.0,0.0,0,Paid
4001,4001,1063,2025-06-16,51410.0,0.0,0,Paid
4002,4002,1014,2025-05-07,15368.0,0.0,0,Paid
4003,4003,1046,2025-05-20,46776.0,0.0,0,Paid
4004,4004,1023,2025-05-15,16065.0,0.0,0,Paid
4005,4005,1096,2025-05-10,56472.0,0.0,0,Paid
4006,4006,1038,2025-05-09,14840.0,0.0,0,Paid
4007,4007,1087,2025-05-26,16327.0,0.0,0,Paid
4008,4008,1025,2025-05-28,42091.0,0.0,0,Paid
4009,4009,1070,,30545.0,50504.0,246,Open
4010,4010,1107,2025-04-27,35851.0,0.0,0,Paid
4011,4011,1066,2025-06-05,36791.0,0.0,0,Paid
4012,4012,1002,2025-06-10,76264.0,0.0,0,Paid
4013,4013,1065,2025-05-13,64105.0,0.0,0,Paid
4014,4014,1058,2025-06-04,18707.0,0.0,0,Paid
4015,4015,1051,2025-05-17,42878.0,0.0,0,Paid
4016,4016,1054,2025-06-12,47692.0,0.0,0,Paid
4017,4017,1061,2025-05-24,14419.0,0.0,0,Paid
4018,4018,1011,2025-04-29,56201.0,0.0,0,Paid
4019,4019,1084,2025-05-26,31905.0,0.0,0,Paid
4020,4020,1076,2025-05-24,42958.0,0.0,0,Paid
4021,4021,1028,,0,17945.0,217,Open
4022,4022,1086,,0,26718.0,231,Open
4023,4023,1020,2025-06-07,37854.0,0.0,0,Paid
4024,4024,1038,2025-05-01,20431.0,0.0,0,Paid
4025,4025,1034,,50589.0,46410.0,243,Open
4026,4026,1044,2025-05-16,24315.0,0.0,0,Paid
