sales_id,sales_date,revenue_category,amount_jpy
742,2025-05-29,Food & Beverage,179484.0
743,2025-05-29,Spa,39440.0
744,2025-05-29,Events,67086.0
745,2025-05-29,Parking,17869.0
746,2025-05-30,Rooms,672578.0
747,2025-05-30,Food & Beverage,214663.0
748,2025-05-30,Spa,47992.0
749,2025-05-30,Events,74542.0
750,2025-05-30,Parking,17699.0
751,2025-05-31,Rooms,544678.0
752,2025-05-31,Food & Beverage,99193.0
753,2025-05-31,Spa,34897.0
754,2025-05-31,Events,29747.0
755,2025-05-31,Parking,20393.0
756,2025-06-01,Rooms,500911.0
757,2025-06-01,Food & Beverage,137957.0
758,2025-06-01,Spa,34682.0
759,2025-06-01,Events,56927.0
760,2025-06-01,Parking,13962.0
761,2025-06-02,Rooms,523313.0
762,2025-06-02,Food & Beverage,135569.0
763,2025-06-02,Spa,27342.0
764,2025-06-02,Events,71508.0
765,2025-06-02,Parking,15537.0
766,2025-06-03,Rooms,662446.0
767,2025-06-03,Food & Beverage,209803.0
768,2025-06-03,Spa,53967.0
769,2025-06-03,Events,39258.0
770,2025-06-03,Parking,11343.0
771,2025-06-04,Rooms,261815.0
772,2025-06-04,Food & Beverage,49540.0
773,2025-06-04,Spa,8866.0
774,2025-06-04,Events,13456.0
775,2025-06-04,Parking,2643.0
776,2025-06-05,Rooms,461035.0
777,2025-06-05,Food & Beverage,147392.0
778,2025-06-05,Spa,33844.0
779,2025-06-05,Events,82115.0
780,2025-06-05,Parking,5650.0
781,2025-06-06,Rooms,376653.0
782,2025-06-06,Food & Beverage,68849.0
783,2025-06-06,Spa,24537.0
784,2025-06-06,Events,39296.0
785,2025-06-06,Parking,5966.0
786,2025-06-07,Rooms,477132.0
787,2025-06-07,Food & Beverage,98956.0
788,2025-06-07,Spa,19588.0
789,2025-06-07,Events,85719.0
790,2025-06-07,Parking,17579.0
791,2025-06-08,Rooms,290786.0
792,2025-06-08,Food & Beverage,88599.0
793,2025-06-08,Spa,24442.0
794,2025-06-08,Events,6809.0
795,2025-06-08,Parking,6195.0
796,2025-06-09,Rooms,411684.0
797,2025-06-09,Food & Beverage,122018.0
798,2025-06-09,Spa,18662.0
799,2025-06-09,Events,61592.0
800,2025-06-09,Parking,12690.0
801,2025-06-10,Rooms,497760.0
802,2025-06-10,Food & Beverage,104216.0
803,2025-06-10,Spa,25373.0
804,2025-06-10,Events,87264.0
805,2025-06-10,Parking,15081.0
806,2025-06-11,Rooms,619327.0
807,2025-06-11,Food & Beverage,113837.0
808,2025-06-11,Spa,49158.0
809,2025-06-11,Events,103082.0
810,2025-06-11,Parking,14202.0
811,2025-06-12,Rooms,420755.0
812,2025-06-12,Food & Beverage,107155.0
813,2025-06-12,Spa,33224.0
814,2025-06-12,Events,34612.0
815,2025-06-12,Parking,7966.0
816,2025-06-13,Rooms,392813.0
817,2025-06-13,Food & Beverage,124884.0
818,2025-06-13,Spa,32141.0
819,2025-06-13,Events,50969.0
820,2025-06-13,Parking,4360.0
821,2025-06-14,Rooms,445952.0
822,2025-06-14,Food & Beverage,84209.0
823,2025-06-14,Spa,34629.0
824,2025-06-14,Events,38751.0
825,2025-06-14,Parking,10533.0
826,2025-06-15,Rooms,458594.0
827,2025-06-15,Food & Beverage,138060.0
828,2025-06-15,Spa,29518.0
829,2025-06-15,Events,18600.0
830,2025-06-15,Parking,11693.0
831,2025-06-16,Rooms,521202.0
832,2025-06-16,Food & Beverage,132432.0
833,2025-06-16,Spa,38118.0
834,2025-06-16,Events,34160.0
835,2025-06-16,Parking,17524.0
836,2025-06-17,Rooms,390457.0
837,2025-06-17,Food & Beverage,113188.0
838,2025-06-17,Spa,16941.0
839,2025-06-17,Events,23725.0
840,2025-06-17,Parking,10189.0
841,2025-06-18,Rooms,678348.0
842,2025-06-18,Food & Beverage,125001.0
843,2025-06-18,Spa,58254.0
844,2025-06-18,Events,90650.0
845,2025-06-18,Parking,24379.0
846,2025-06-19,Rooms,523790.0
847,2025-06-19,Food & Beverage,124519.0
848,2025-06-19,Spa,36820.0
849,2025-06-19,Events,45392.0
850,2025-06-19,Parking,12573.0
851,2025-06-20,Rooms,460789.0
852,2025-06-20,Food & Beverage,91672.0
853,2025-06-20,Spa,15012.0
854,2025-06-20,Events,35782.0
855,2025-06-20,Parking,6925.0
856,2025-06-21,Rooms,512235.0
857,2025-06-21,Food & Beverage,104871.0
858,2025-06-21,Spa,44709.0
859,2025-06-21,Events,78969.0
860,2025-06-21,Parking,15780.0
861,2025-06-22,Rooms,486129.0
862,2025-06-22,Food & Beverage,134047.0
863,2025-06-22,Spa,38212.0
864,2025-06-22,Events,10589.0
865,2025-06-22,Parking,8114.0
866,2025-06-23,Rooms,541765.0
867,2025-06-23,Food & Beverage,103182.0
868,2025-06-23,Spa,41750.0
869,2025-06-23,Events,92161.0
870,2025-06-23,Parking,13029.0
871,2025-06-24,Rooms,558628.0
872,2025-06-24,Food & Beverage,171887.0
873,2025-06-24,Spa,22707.0
874,2025-06-24,Events,33849.0
875,2025-06-24,Parking,8442.0
876,2025-06-25,Rooms,497415.0
877,2025-06-25,Food & Beverage,144595.0
878,2025-06-25,Spa,42803.0
879,2025-06-25,Events,88487.0
880,2025-06-25,Parking,8582.0
881,2025-06-26,Rooms,501941.0
882,2025-06-26,Food & Beverage,130190.0
883,2025-06-26,Spa,35486.0
884,2025-06-26,Events,88782.0
885,2025-06-26,Parking,16726.0
886,2025-06-27,Rooms,441241.0
887,2025-06-27,Food & Beverage,124656.0
888,2025-06-27,Spa,22255.0
889,2025-06-27,Events,76166.0
890,2025-06-27,Parking,9343.0
891,2025-06-28,Rooms,494025.0
892,2025-06-28,Food & Beverage,150418.0
893,2025-06-28,Spa,41117.0
894,2025-06-28,Events,22210.0
895,2025-06-28,Parking,7293.0
896,2025-06-29,Rooms,409270.0
897,2025-06-29,Food & Beverage,109374.0
898,2025-06-29,Spa,24357.0
899,2025-06-29,Events,38610.0
900,2025-06-29,Parking,14663.0
901,2025-06-30,Rooms,532169.0
902,2025-06-30,Food & Beverage,108305.0
903,2025-06-30,Spa,42515.0
904,2025-06-30,Events,77263.0
905,2025-06-30,Parking,17931.0
906,2025-07-01,Rooms,903533.0
907,2025-07-01,Food & Beverage,206785.0
908,2025-07-01,Spa,70909.0
909,2025-07-01,Events,25067.0
910,2025-07-01,Parking,9361.0
911,2025-07-02,Rooms,1368109.0
912,2025-07-02,Food & Beverage,332048.0
913,2025-07-02,Spa,119216.0
914,2025-07-02,Events,221934.0
915,2025-07-02,Parking,42099.0
916,2025-07-03,Rooms,959007.0
917,2025-07-03,Food & Beverage,216734.0
918,2025-07-03,Spa,75214.0
919,2025-07-03,Events,141517.0
920,2025-07-03,Parking,23936.0
921,2025-07-04,Rooms,1101439.0
922,2025-07-04,Food & Beverage,217047.0
923,2025-07-04,Spa,79794.0
924,2025-07-04,Events,92674.0
925,2025-07-04,Parking,23755.0
926,2025-07-05,Rooms,1147290.0
927,2025-07-05,Food & Beverage,281652.0
928,2025-07-05,Spa,35219.0
929,2025-07-05,Events,60780.0
930,2025-07-05,Parking,41991.0
931,2025-07-06,Rooms,1244058.0
932,2025-07-06,Food & Beverage,272135.0
933,2025-07-06,Spa,65323.0
934,2025-07-06,Events,158643.0
935,2025-07-06,Parking,48293.0
936,2025-07-07,Rooms,1215996.0
937,2025-07-07,Food & Beverage,266968.0
938,2025-07-07,Spa,100772.0
939,2025-07-07,Events,79102.0
940,2025-07-07,Parking,44699.0
941,2025-07-08,Rooms,1040293.0
942,2025-07-08,Food & Beverage,273334.0
943,2025-07-08,Spa,67639.0
944,2025-07-08,Events,96102.0
945,2025-07-08,Parking,24496.0
946,2025-07-09,Rooms,1152524.0
947,2025-07-09,Food & Beverage,280060.0
948,2025-07-09,Spa,39981.0
949,2025-07-09,Events,25049.0
950,2025-07-09,Parking,17482.0
951,2025-07-10,Rooms,1155632.0
952,2025-07-10,Food & Beverage,340512.0
953,2025-07-10,Spa,57261.0
954,2025-07-10,Events,143435.0
955,2025-07-10,Parking,18689.0
956,2025-07-11,Rooms,1167044.0
957,2025-07-11,Food & Beverage,241687.0
958,2025-07-11,Spa,62413.0
959,2025-07-11,Events,66713.0
960,2025-07-11,Parking,41820.0
961,2025-07-12,Rooms,1071394.0
962,2025-07-12,Food & Beverage,259507.0
963,2025-07-12,Spa,91499.0
964,2025-07-12,Events,39869.0
965,2025-07-12,Parking,41504.0
966,2025-07-13,Rooms,1039583.0
967,2025-07-13,Food & Beverage,280218.0
968,2025-07-13,Spa,33009.0
969,2025-07-13,Events,48669.0
970,2025-07-13,Parking,11238.0
971,2025-07-14,Rooms,1043304.0
972,2025-07-14,Food & Beverage,191957.0
973,2025-07-14,Spa,79839.0
974,2025-07-14,Events,108319.0
975,2025-07-14,Parking,20822.0
976,2025-07-15,Rooms,918758.0
977,2025-07-15,Food & Beverage,245647.0
978,2025-07-15,Spa,55002.0
979,2025-07-15,Events,133222.0
980,2025-07-15,Parking,32605.0
981,2025-07-16,Rooms,1005291.0
982,2025-07-16,Food & Beverage,234253.0
983,2025-07-16,Spa,50156.0
984,2025-07-16,Events,47895.0
985,2025-07-16,Parking,15476.0
986,2025-07-17,Rooms,1229851.0
987,2025-07-17,Food & Beverage,364983.0
988,2025-07-17,Spa,103648.0
989,2025-07-17,Events,140299.0
990,2025-07-17,Parking,38573.0
991,2025-07-18,Rooms,937817.0
992,2025-07-18,Food & Beverage,221353.0
993,2025-07-18,Spa,65441.0
994,2025-07-18,Events,144005.0
995,2025-07-18,Parking,21798.0
996,2025-07-19,Rooms,1327343.0
997,2025-07-19,Food & Beverage,417153.0
998,2025-07-19,Spa,82058.0
999,2025-07-19,Events,201369.0
1000,2025-07-19,Parking,49897.0
1001,2025-07-20,Rooms,1008444.0
1002,2025-07-20,Food & Beverage,233867.0
1003,2025-07-20,Spa,82521.0
1004,2025-07-20,Events,160617.0
1005,2025-07-20,Parking,37914.0
1006,2025-07-21,Rooms,1047303.0
1007,2025-07-21,Food & Beverage,227676.0
1008,2025-07-21,Spa,42553.0
1009,2025-07-21,Events,154045.0
1010,2025-07-21,Parking,24797.0
1011,2025-07-22,Rooms,962387.0
1012,2025-07-22,Food & Beverage,216151.0
1013,2025-07-22,Spa,68299.0
1014,2025-07-22,Events,42804.0
1015,2025-07-22,Parking,33590.0
1016,2025-07-23,Rooms,1107893.0
1017,2025-07-23,Food & Beverage,199868.0
1018,2025-07-23,Spa,77721.0
1019,2025-07-23,Events,75124.0
1020,2025-07-23,Parking,23807.0
1021,2025-07-24,Rooms,1128966.0
1022,2025-07-24,Food & Beverage,291569.0
1023,2025-07-24,Spa,86653.0
1024,2025-07-24,Events,27892.0
1025,2025-07-24,Parking,18380.0
1026,2025-07-25,Rooms,865041.0
1027,2025-07-25,Food & Beverage,211526.0
1028,2025-07-25,Spa,71135.0
1029,2025-07-25,Events,88193.0
1030,2025-07-25,Parking,19691.0
1031,2025-07-26,Rooms,869328.0
1032,2025-07-26,Food & Beverage,197072.0
1033,2025-07-26,Spa,69750.0
1034,2025-07-26,Events,87087.0
1035,2025-07-26,Parking,11826.0
1036,2025-07-27,Rooms,1052400.0
1037,2025-07-27,Food & Beverage,242794.0
1038,2025-07-27,Spa,57229.0
1039,2025-07-27,Events,54787.0
1040,2025-07-27,Parking,37511.0
1041,2025-07-28,Rooms,871819.0
1042,2025-07-28,Food & Beverage,200701.0
1043,2025-07-28,Spa,29087.0
1044,2025-07-28,Events,27115.0
1045,2025-07-28,Parking,33576.0
1046,2025-07-29,Rooms,1414014.0
1047,2025-07-29,Food & Beverage,304825.0
1048,2025-07-29,Spa,50805.0
1049,2025-07-29,Events,33859.0
1050,2025-07-29,Parking,53202.0
1051,2025-07-30,Rooms,892119.0
1052,2025-07-30,Food & Beverage,253929.0
1053,2025-07-30,Spa,54713.0
1054,2025-07-30,Events,51177.0
1055,2025-07-30,Parking,31429.0
1056,2025-07-31,Rooms,1099828.0
1057,2025-07-31,Food & Beverage,337973.0
1058,2025-07-31,Spa,52825.0
1059,2025-07-31,Events,24457.0
1060,2025-07-31,Parking,35395.0
1061,2025-08-01,Rooms,1291468.0
1062,2025-08-01,Food & Beverage,272436.0
1063,2025-08-01,Spa,65216.0
1064,2025-08-01,Events,155513.0
1065,2025-08-01,Parking,39971.0
1066,2025-08-02,Rooms,1061472.0
1067,2025-08-02,Food & Beverage,328082.0
1068,2025-08-02,Spa,78482.0
1069,2025-08-02,Events,50719.0
1070,2025-08-02,Parking,38639.0
1071,2025-08-03,Rooms,1205094.0
1072,2025-08-03,Food & Beverage,323984.0
1073,2025-08-03,Spa,99719.0
1074,2025-08-03,Events,55862.0
1075,2025-08-03,Parking,20498.0
1076,2025-08-04,Rooms,885874.0
1077,2025-08-04,Food & Beverage,174945.0
1078,2025-08-04,Spa,33134.0
1079,2025-08-04,Events,32943.0
1080,2025-08-04,Parking,23350.0
1081,2025-08-05,Rooms,1106625.0
1082,2025-08-05,Food & Beverage,270512.0
1083,2025-08-05,Spa,67384.0
1084,2025-08-05,Events,170817.0
1085,2025-08-05,Parking,11364.0
1086,2025-08-06,Rooms,948983.0
1087,2025-08-06,Food & Beverage,175033.0
1088,2025-08-06,Spa,42680.0
1089,2025-08-06,Events,127611.0
1090,2025-08-06,Parking,20536.0
1091,2025-08-07,Rooms,1091501.0
1092,2025-08-07,Food & Beverage,316603.0
1093,2025-08-07,Spa,57734.0
1094,2025-08-07,Events,154750.0
1095,2025-08-07,Parking,11948.0
1096,2025-08-08,Rooms,1073837.0
1097,2025-08-08,Food & Beverage,300955.0
1098,2025-08-08,Spa,45745.0
1099,2025-08-08,Events,84245.0
1100,2025-08-08,Parking,37077.0
1101,2025-08-09,Rooms,1156969.0
1102,2025-08-09,Food & Beverage,287845.0
1103,2025-08-09,Spa,99676.0
1104,2025-08-09,Events,48078.0
1105,2025-08-09,Parking,42473.0
1106,2025-08-10,Rooms,1079240.0
1107,2025-08-10,Food & Beverage,333368.0
1108,2025-08-10,Spa,49614.0
1109,2025-08-10,Events,174820.0
1110,2025-08-10,Parking,36340.0
1111,2025-08-11,Rooms,1009344.0
1112,2025-08-11,Food & Beverage,214111.0
1113,2025-08-11,Spa,70594.0
1114,2025-08-11,Events,181013.0
1115,2025-08-11,Parking,14550.0
1116,2025-08-12,Rooms,979915.0
1117,2025-08-12,Food & Beverage,266300.0
1118,2025-08-12,Spa,63075.0
1119,2025-08-12,Events,72004.0
1120,2025-08-12,Parking,15449.0
1121,2025-08-13,Rooms,1146078.0
1122,2025-08-13,Food & Beverage,335131.0
1123,2025-08-13,Spa,61116.0
1124,2025-08-13,Events,99223.0
1125,2025-08-13,Parking,35314.0
1126,2025-08-14,Rooms,1075552.0
1127,2025-08-14,Food & Beverage,269241.0
1128,2025-08-14,Spa,39241.0
1129,2025-08-14,Events,32319.0
1130,2025-08-14,Parking,11309.0
1131,2025-08-15,Rooms,649206.0
1132,2025-08-15,Food & Beverage,169729.0
1133,2025-08-15,Spa,38607.0
1134,2025-08-15,Events,65565.0
1135,2025-08-15,Parking,8086.0
1136,2025-08-16,Rooms,1159970.0
1137,2025-08-16,Food & Beverage,285652.0
1138,2025-08-16,Spa,69968.0
1139,2025-08-16,Events,144815.0
1140,2025-08-16,Parking,23931.0
1141,2025-08-17,Rooms,1156223.0
1142,2025-08-17,Food & Beverage,344603.0
1143,2025-08-17,Spa,92336.0
1144,2025-08-17,Events,48489.0
1145,2025-08-17,Parking,23761.0
1146,2025-08-18,Rooms,971461.0
1147,2025-08-18,Food & Beverage,208441.0
1148,2025-08-18,Spa,63794.0
1149,2025-08-18,Events,174826.0
1150,2025-08-18,Parking,30415.0
1151,2025-08-19,Rooms,1041036.0
1152,2025-08-19,Food & Beverage,279991.0
1153,2025-08-19,Spa,48756.0
1154,2025-08-19,Events,121387.0
1155,2025-08-19,Parking,29002.0
1156,2025-08-20,Rooms,938076.0
1157,2025-08-20,Food & Beverage,185549.0
1158,2025-08-20,Spa,58853.0
1159,2025-08-20,Events,26684.0
1160,2025-08-20,Parking,21392.0
1161,2025-08-21,Rooms,1089140.0
1162,2025-08-21,Food & Beverage,271194.0
1163,2025-08-21,Spa,49105.0
1164,2025-08-21,Events,92280.0
1165,2025-08-21,Parking,32445.0
1166,2025-08-22,Rooms,907731.0
1167,2025-08-22,Food & Beverage,250258.0
1168,2025-08-22,Spa,71351.0
1169,2025-08-22,Events,91657.0
1170,2025-08-22,Parking,16576.0
1171,2025-08-23,Rooms,816296.0
1172,2025-08-23,Food & Beverage,217065.0
1173,2025-08-23,Spa,45685.0
1174,2025-08-23,Events,127566.0
1175,2025-08-23,Parking,10811.0
1176,2025-08-24,Rooms,997324.0
1177,2025-08-24,Food & Beverage,205590.0
1178,2025-08-24,Spa,87476.0
1179,2025-08-24,Events,135514.0
1180,2025-08-24,Parking,15105.0
1181,2025-08-25,Rooms,968018.0
1182,2025-08-25,Food & Beverage,239401.0
1183,2025-08-25,Spa,83023.0
1184,2025-08-25,Events,39431.0
1185,2025-08-25,Parking,25076.0
1186,2025-08-26,Rooms,919961.0
1187,2025-08-26,Food & Beverage,242060.0
1188,2025-08-26,Spa,68921.0
1189,2025-08-26,Events,131879.0
1190,2025-08-26,Parking,17168.0
1191,2025-08-27,Rooms,1015153.0
1192,2025-08-27,Food & Beverage,188170.0
1193,2025-08-27,Spa,81775.0
1194,2025-08-27,Events,150648.0
1195,2025-08-27,Parking,39644.0
1196,2025-08-28,Rooms,1201913.0
1197,2025-08-28,Food & Beverage,220366.0
1198,2025-08-28,Spa,96982.0
1199,2025-08-28,Events,52172.0
1200,2025-08-28,Parking,41148.0
1201,2025-08-29,Rooms,1141572.0
1202,2025-08-29,Food & Beverage,277847.0
1203,2025-08-29,Spa,40976.0
1204,2025-08-29,Events,191571.0
1205,2025-08-29,Parking,15152.0
1206,2025-08-30,Rooms,1055707.0
1207,2025-08-30,Food & Beverage,320138.0
1208,2025-08-30,Spa,44277.0
1209,2025-08-30,Events,138675.0
1210,2025-08-30,Parking,16582.0
1211,2025-08-31,Rooms,883980.0
1212,2025-08-31,Food & Beverage,211401.0
1213,2025-08-31,Spa,58447.0
1214,2025-08-31,Events,157214.0
1215,2025-08-31,Parking,14153.0
1216,2025-09-01,Rooms,403057.0
1217,2025-09-01,Food & Beverage,113625.0
1218,2025-09-01,Spa,14757.0
1219,2025-09-01,Events,30702.0
1220,2025-09-01,Parking,13352.0
1221,2025-09-02,Rooms,745834.0
1222,2025-09-02,Food & Beverage,225934.0
1223,2025-09-02,Spa,44040.0
1224,2025-09-02,Events,46201.0
1225,2025-09-02,Parking,23208.0
1226,2025-09-03,Rooms,567031.0
1227,2025-09-03,Food & Beverage,171365.0
1228,2025-09-03,Spa,47290.0
1229,2025-09-03,Events,101862.0
1230,2025-09-03,Parking,12960.0
1231,2025-09-04,Rooms,527697.0
1232,2025-09-04,Food & Beverage,98774.0
1233,2025-09-04,Spa,20596.0
1234,2025-09-04,Events,45891.0
1235,2025-09-04,Parking,15296.0
1236,2025-09-05,Rooms,580570.0
1237,2025-09-05,Food & Beverage,119178.0
1238,2025-09-05,Spa,40788.0
1239,2025-09-05,Events,55441.0
1240,2025-09-05,Parking,9435.0
1241,2025-09-06,Rooms,535798.0
1242,2025-09-06,Food & Beverage,149199.0
1243,2025-09-06,Spa,26183.0
1244,2025-09-06,Events,75714.0
1245,2025-09-06,Parking,18210.0
1246,2025-09-07,Rooms,478358.0
1247,2025-09-07,Food & Beverage,120136.0
1248,2025-09-07,Spa,42074.0
1249,2025-09-07,Events,15095.0
1250,2025-09-07,Parking,13683.0
1251,2025-09-08,Rooms,414647.0
1252,2025-09-08,Food & Beverage,122585.0
1253,2025-09-08,Spa,17563.0
1254,2025-09-08,Events,54763.0
1255,2025-09-08,Parking,6463.0
1256,2025-09-09,Rooms,365458.0
1257,2025-09-09,Food & Beverage,89772.0
1258,2025-09-09,Spa,31048.0
1259,2025-09-09,Events,51846.0
1260,2025-09-09,Parking,3836.0
1261,2025-09-10,Rooms,505702.0
1262,2025-09-10,Food & Beverage,149166.0
1263,2025-09-10,Spa,30063.0
1264,2025-09-10,Events,38900.0
1265,2025-09-10,Parking,9704.0
1266,2025-09-11,Rooms,640470.0
1267,2025-09-11,Food & Beverage,124985.0
1268,2025-09-11,Spa,21210.0
1269,2025-09-11,Events,62024.0
1270,2025-09-11,Parking,8593.0
1271,2025-09-12,Rooms,582856.0
1272,2025-09-12,Food & Beverage,178963.0
1273,2025-09-12,Spa,42641.0
1274,2025-09-12,Events,36727.0
1275,2025-09-12,Parking,8327.0
1276,2025-09-13,Rooms,250748.0
1277,2025-09-13,Food & Beverage,68181.0
1278,2025-09-13,Spa,8592.0
1279,2025-09-13,Events,18027.0
1280,2025-09-13,Parking,8259.0
1281,2025-09-14,Rooms,291198.0
1282,2025-09-14,Food & Beverage,80880.0
1283,2025-09-14,Spa,20879.0
1284,2025-09-14,Events,32674.0
1285,2025-09-14,Parking,8596.0
1286,2025-09-15,Rooms,487022.0
1287,2025-09-15,Food & Beverage,112080.0
1288,2025-09-15,Spa,27985.0
1289,2025-09-15,Events,28957.0
1290,2025-09-15,Parking,13064.0
1291,2025-09-16,Rooms,555455.0
1292,2025-09-16,Food & Beverage,157057.0
1293,2025-09-16,Spa,43764.0
1294,2025-09-16,Events,65189.0
1295,2025-09-16,Parking,20462.0
1296,2025-09-17,Rooms,436700.0
1297,2025-09-17,Food & Beverage,86639.0
1298,2025-09-17,Spa,17751.0
1299,2025-09-17,Events,61771.0
1300,2025-09-17,Parking,8917.0
1301,2025-09-18,Rooms,381296.0
1302,2025-09-18,Food & Beverage,76878.0
1303,2025-09-18,Spa,18737.0
1304,2025-09-18,Events,25850.0
1305,2025-09-18,Parking,14456.0
1306,2025-09-19,Rooms,468000.0
1307,2025-09-19,Food & Beverage,112239.0
1308,2025-09-19,Spa,24225.0
1309,2025-09-19,Events,78688.0
1310,2025-09-19,Parking,6476.0
1311,2025-09-20,Rooms,373723.0
1312,2025-09-20,Food & Beverage,100963.0
1313,2025-09-20,Spa,31084.0
1314,2025-09-20,Events,41007.0
1315,2025-09-20,Parking,8722.0
1316,2025-09-21,Rooms,584771.0
1317,2025-09-21,Food & Beverage,174877.0
1318,2025-09-21,Spa,28027.0
1319,2025-09-21,Events,87872.0
1320,2025-09-21,Parking,22856.0
1321,2025-09-22,Rooms,476778.0
1322,2025-09-22,Food & Beverage,98779.0
1323,2025-09-22,Spa,36628.0
1324,2025-09-22,Events,9737.0
1325,2025-09-22,Parking,10969.0
1326,2025-09-23,Rooms,425771.0
1327,2025-09-23,Food & Beverage,135857.0
1328,2025-09-23,Spa,25103.0
1329,2025-09-23,Events,23663.0
1330,2025-09-23,Parking,13651.0
1331,2025-09-24,Rooms,382393.0
1332,2025-09-24,Food & Beverage,89514.0
1333,2025-09-24,Spa,16949.0
1334,2025-09-24,Events,58284.0
1335,2025-09-24,Parking,14247.0
1336,2025-09-25,Rooms,286922.0
1337,2025-09-25,Food & Beverage,65394.0
1338,2025-09-25,Spa,23199.0
1339,2025-09-25,Events,9968.0
1340,2025-09-25,Parking,11072.0
1341,2025-09-26,Rooms,564563.0
1342,2025-09-26,Food & Beverage,173767.0
1343,2025-09-26,Spa,27608.0
1344,2025-09-26,Events,98159.0
1345,2025-09-26,Parking,18565.0
1346,2025-09-27,Rooms,420834.0
1347,2025-09-27,Food & Beverage,90192.0
1348,2025-09-27,Spa,19803.0
1349,2025-09-27,Events,47488.0
1350,2025-09-27,Parking,10513.0
1351,2025-09-28,Rooms,407621.0
1352,2025-09-28,Food & Beverage,93485.0
1353,2025-09-28,Spa,30382.0
1354,2025-09-28,Events,35899.0
1355,2025-09-28,Parking,13046.0
1356,2025-09-29,Rooms,385719.0
1357,2025-09-29,Food & Beverage,76195.0
1358,2025-09-29,Spa,29979.0
1359,2025-09-29,Events,31087.0
1360,2025-09-29,Parking,6287.0
1361,2025-09-30,Rooms,491233.0
1362,2025-09-30,Food & Beverage,147144.0
1363,2025-09-30,Spa,27885.0
1364,2025-09-30,Events,38342.0
1365,2025-09-30,Parking,10231.0
1366,2025-10-01,Rooms,652198.0
1367,2025-10-01,Food & Beverage,130050.0
1368,2025-10-01,Spa,48380.0
1369,2025-10-01,Events,68612.0
1370,2025-10-01,Parking,19387.0
1371,2025-10-02,Rooms,808641.0
1372,2025-10-02,Food & Beverage,229038.0
1373,2025-10-02,Spa,47627.0
1374,2025-10-02,Events,48624.0
1375,2025-10-02,Parking,11242.0
1376,2025-10-03,Rooms,512729.0
1377,2025-10-03,Food & Beverage,107725.0
1378,2025-10-03,Spa,18024.0
1379,2025-10-03,Events,33531.0
1380,2025-10-03,Parking,7206.0
1381,2025-10-04,Rooms,488425.0
1382,2025-10-04,Food & Beverage,99566.0
1383,2025-10-04,Spa,26017.0
1384,2025-10-04,Events,85835.0
1385,2025-10-04,Parking,18083.0
1386,2025-10-05,Rooms,587387.0
1387,2025-10-05,Food & Beverage,156955.0
1388,2025-10-05,Spa,37381.0
1389,2025-10-05,Events,47727.0
1390,2025-10-05,Parking,11828.0
1391,2025-10-06,Rooms,736334.0
1392,2025-10-06,Food & Beverage,143871.0
1393,2025-10-06,Spa,52922.0
1394,2025-10-06,Events,115717.0
1395,2025-10-06,Parking,17933.0
1396,2025-10-07,Rooms,517146.0
1397,2025-10-07,Food & Beverage,116791.0
1398,2025-10-07,Spa,33732.0
1399,2025-10-07,Events,25783.0
1400,2025-10-07,Parking,11036.0
1401,2025-10-08,Rooms,863974.0
1402,2025-10-08,Food & Beverage,175031.0
1403,2025-10-08,Spa,57995.0
1404,2025-10-08,Events,148842.0
1405,2025-10-08,Parking,13396.0
1406,2025-10-09,Rooms,663470.0
1407,2025-10-09,Food & Beverage,142285.0
1408,2025-10-09,Spa,26169.0
1409,2025-10-09,Events,26131.0
1410,2025-10-09,Parking,14846.0
1411,2025-10-10,Rooms,497761.0
1412,2025-10-10,Food & Beverage,114782.0
1413,2025-10-10,Spa,19901.0
1414,2025-10-10,Events,73075.0
1415,2025-10-10,Parking,10124.0
1416,2025-10-11,Rooms,846653.0
1417,2025-10-11,Food & Beverage,219123.0
1418,2025-10-11,Spa,32669.0
1419,2025-10-11,Events,20648.0
1420,2025-10-11,Parking,20721.0
1421,2025-10-12,Rooms,632418.0
1422,2025-10-12,Food & Beverage,142399.0
1423,2025-10-12,Spa,47164.0
1424,2025-10-12,Events,29746.0
1425,2025-10-12,Parking,12320.0
1426,2025-10-13,Rooms,726973.0
1427,2025-10-13,Food & Beverage,162034.0
1428,2025-10-13,Spa,56446.0
1429,2025-10-13,Events,115297.0
1430,2025-10-13,Parking,16594.0
1431,2025-10-14,Rooms,689954.0
1432,2025-10-14,Food & Beverage,165355.0
1433,2025-10-14,Spa,33557.0
1434,2025-10-14,Events,27336.0
1435,2025-10-14,Parking,10532.0
1436,2025-10-15,Rooms,689985.0
1437,2025-10-15,Food & Beverage,167416.0
1438,2025-10-15,Spa,32701.0
1439,2025-10-15,Events,43102.0
1440,2025-10-15,Parking,7290.0
1441,2025-10-16,Rooms,566514.0
1442,2025-10-16,Food & Beverage,152742.0
1443,2025-10-16,Spa,17091.0
1444,2025-10-16,Events,39650.0
1445,2025-10-16,Parking,12022.0
1446,2025-10-17,Rooms,613502.0
1447,2025-10-17,Food & Beverage,139942.0
1448,2025-10-17,Spa,33911.0
1449,2025-10-17,Events,73573.0
1450,2025-10-17,Parking,13014.0
1451,2025-10-18,Rooms,554612.0
1452,2025-10-18,Food & Beverage,135093.0
1453,2025-10-18,Spa,42984.0
1454,2025-10-18,Events,37638.0
1455,2025-10-18,Parking,15525.0
1456,2025-10-19,Rooms,527957.0
1457,2025-10-19,Food & Beverage,138210.0
